"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043062","extracellular structure organization","41/1293","335/28928",0.122388059701493,2.73816070459766,6.92155532402006,5.85517421799956e-09,2.25424207392983e-06,1.73233913893446e-06,"Anxa2/Lamb2/Mmp15/Tnr/Loxl2/Zfp469/Col16a1/Vwa1/Col6a1/Col5a3/Myo1e/Tmem38b/Elf3/Mmp9/Ets1/Itga8/Gas6/Smad3/Fermt1/Col7a1/Spint1/Fkbp10/Col13a1/Bcl3/Comp/Mmp19/Col28a1/Il6/Sulf2/Vtn/Ccdc80/Lama2/Dpt/Rgcc/Lgals3/Adamts2/Ecm2/Tnfrsf1b/Loxl1/Hpse2/Col14a1",41
"GO:0002697","regulation of immune effector process","52/1293","487/28928",0.106776180698152,2.38887962508595,6.68617719666539,6.89960668892004e-09,2.4792586702186e-06,1.90525981199301e-06,"Enpp3/Panx1/Il13ra1/Lgals9/Nfkbiz/Nr4a3/Hlx/Nckap1l/Pld2/Pla2g3/Vamp8/Ptpn6/Ncf1/Bcl6/Masp1/Jak3/Clcf1/Tlr2/Cxcl1/Evpl/Il27ra/Serpinb9/Tlr3/Kit/Fgr/Ptpn22/Klrb1b/Itgb2l/Il18rap/Nod2/Usp17le/Pkp3/Lbp/Il6/Pms2/Pycard/Acp5/H2-M10.1/Fcer2a/Ceacam1/Tek/Lgals3/Casp1/Il13/Susd4/Fcgr1/Tnfrsf1b/Foxj1/Nppa/Laptm5/Slamf8/Tyrobp",52
"GO:0050678","regulation of epithelial cell proliferation","48/1293","432/28928",0.111111111111111,2.48586405430953,6.73054488120636,7.38663564018229e-09,2.48837288128641e-06,1.9122638976393e-06,"Ptn/Dlk1/Ccnd1/Vegfc/Sparc/Nr4a3/Hlx/Ecm1/Rap1gap/Isl1/Scn5a/Dysf/Serpinf1/Pkhd1/Atoh8/Jcad/Smad3/Acvrl1/Jag1/Dbh/Itga4/Smo/Nlrc3/Wnt10b/Irf6/Cnmd/Six1/Nod2/Mmrn2/Tgm1/Il6/Plau/Sulf2/Nppb/Ceacam1/Ang4/Tek/Rgcc/Osr2/Plxnb3/Erbb2/Snai2/Lims2/Ptprm/Bcl11b/Bnc1/Fut2/Cdh1",48
"GO:1901342","regulation of vasculature development","40/1293","326/28928",0.122699386503067,2.74512594954427,6.85422885689921,8.32512037662431e-09,2.622618431014e-06,2.01542886945418e-06,"Ptn/Vegfc/Sparc/Ecm1/Isl1/Tert/Serpinf1/Cdh5/Mmp9/Ets1/Jcad/Serpine1/Ptpn6/Acvrl1/Rapgef3/Angpt4/Cxcl10/Sp100/Efna3/Efna1/Itga5/Bmper/Tlr3/Ecscr/Tafa5/Tbxa2r/Itgb2l/Cnmd/Dcn/Abcc8/Epha2/Ccn6/Ceacam1/Tek/Rgcc/C3ar1/Lgals3/Ptprm/Plk2/Hspb1",40
"GO:0002687","positive regulation of leukocyte migration","28/1293","180/28928",0.155555555555556,3.48020967603334,7.22008079870869,8.75828047462933e-09,2.622618431014e-06,2.01542886945418e-06,"Csf1/Ptn/Pik3r1/Vegfc/Lgals9/Rac1/Nedd9/Cmklr1/Madcam1/Nckap1l/Dysf/Mmp9/Serpine1/Il34/Gas6/Tlr2/Bdkrb1/Cxcl10/Itga4/Icam1/Lbp/Adam8/Gpsm3/Pycard/C3ar1/Lgals3/Prss56/Cd99l2",28
"GO:0042060","wound healing","45/1293","394/28928",0.114213197969543,2.55526635024203,6.72345935710226,9.36687170653585e-09,2.65723360516991e-06,2.04202992605089e-06,"Anxa2/Plaur/Plat/Pros1/Papss2/F5/Tec/Rab3a/Ptk7/Dysf/Serpine1/Gas6/Smad3/Procr/Ptpn6/Acvrl1/Fermt1/Fkbp10/Il6ra/Evpl/Itga5/Npr2/Ccm2l/Myof/Tafa5/Tbxa2r/Comp/Timp1/Fgl1/Tspan32/Slc6a4/Adra2a/Slc11a1/Prrg1/Il6/Plau/Vtn/Trim72/Ceacam1/Serpinc1/Prss56/Erbb2/Snai2/Bnc1/Entpd2",45
"GO:0050727","regulation of inflammatory response","45/1293","403/28928",0.11166253101737,2.49820084862372,6.55135240136944,1.86365083838389e-08,5.02253900944459e-06,3.85971897317927e-06,"Enpp3/Lgals9/Nfkbiz/Pbk/Ctla2a/Daglb/Isl1/Cdh5/Pla2g3/Npy/Ets1/Serpine1/Smad3/Vamp8/Ptpn6/Ncf1/Ptges/Bcl6/Clcf1/Kcnn4/Tlr2/Nlrp4e/Nlrp9b/Ffar4/Map3k8/Nlrc3/Nod2/Lbp/Adam8/Nkg7/Il16/Lrrk2/Gbp3/Il6/Gpsm3/Pycard/Acp5/Duoxa2/Casp1/Il13/Fcgr1/Tnfrsf1b/Nppa/Slamf8/Pla2g2d",45
"GO:0042330","taxis","50/1293","483/28928",0.10351966873706,2.31602241084739,6.3089212602602,3.63722017662358e-08,9.3355317866672e-06,7.17416611278888e-06,"Csf1/Slit2/Epha7/Ptn/Vegfc/Lgals9/Rac1/Nedd9/Cmklr1/Sema4g/Bin2/Itga1/Sema6c/Ccl27a/Nckap1l/Dysf/Pdgfrb/Dusp1/Mmp9/Serpine1/Il34/Gas6/Smad3/Cxcl1/Cxcl10/Vav3/Ecscr/Kit/Igfals/Itgb2l/Wnt7b/Nod2/Rho/Lbp/Adam8/Il16/Epha2/Ntn1/Gpsm3/C3ar1/Lgals3/Kif21a/Robo2/Prss56/Plxnb3/Snai2/Ptpro/Gpr35/Hspb1/Slamf8",50
"GO:0002274","myeloid leukocyte activation","35/1293","279/28928",0.125448028673835,2.8066207064785,6.55896898477883,4.01514371279717e-08,9.83710209635308e-06,7.55961268414205e-06,"Enpp3/Slc18a2/Cplx2/Lgals9/Nr4a3/Dysf/Pld2/Pla2g3/Npy/Clu/Vamp8/Ptpn6/Il15/Kcnn4/Tlr2/Tlr3/Ndrg1/Cd48/Kit/Lat/Fgr/Itgb2l/Il18rap/Tspan32/Lbp/Il16/Lrrk2/Slc11a1/Pycard/Fcer2a/Cd300lb/Casp1/Il13/Nppa/Tyrobp",35
"GO:0006935","chemotaxis","49/1293","481/28928",0.101871101871102,2.27913939282849,6.11918243679207,8.1786026608924e-08,1.91663775400913e-05,1.4728970924765e-05,"Csf1/Slit2/Epha7/Ptn/Vegfc/Lgals9/Rac1/Nedd9/Cmklr1/Sema4g/Bin2/Itga1/Sema6c/Ccl27a/Nckap1l/Dysf/Pdgfrb/Dusp1/Mmp9/Serpine1/Il34/Gas6/Smad3/Cxcl1/Cxcl10/Vav3/Ecscr/Kit/Igfals/Itgb2l/Wnt7b/Nod2/Lbp/Adam8/Il16/Epha2/Ntn1/Gpsm3/C3ar1/Lgals3/Kif21a/Robo2/Prss56/Plxnb3/Snai2/Ptpro/Gpr35/Hspb1/Slamf8",49
"GO:0090596","sensory organ morphogenesis","39/1293","341/28928",0.114369501466276,2.55876329343884,6.26317136799633,8.64648721130365e-08,1.94185691953861e-05,1.49227750774034e-05,"Ptn/Prkra/Rac1/Bcar3/Sparc/Nr4a3/Fjx1/Fzd2/Sox8/Lrp5/Ptk7/Megf11/Kcnq4/Tfap2b/Itga8/Jag1/Fbn1/Prrx2/Pdzd7/Atp6v1b1/Grxcr2/Vax2os/Six1/Aldh1a1/Rho/Foxn4/Nr2e3/Epha2/Pou3f4/Ntn1/Rpgrip1/Mfsd2a/Bhlhe22/Osr2/Lctl/Ptprm/Slc44a4/Chrna9/Kcnq1",39
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","28/1293","202/28928",0.138613861386139,3.10117693903961,6.48219300858499,1.10789270050581e-07,2.38861666229053e-05,1.83560327431173e-05,"Pik3r1/Lgals9/Isl1/Oas1a/Clu/Gas6/Ptpn6/Kcnn4/Tlr2/Il27ra/Oas1g/Tlr3/Nlrc3/Nfatc4/Bcl3/Ptpn22/Tlr5/Nod2/Abcc8/Lbp/Adam8/Lrrk2/Il6/Pycard/Acp5/Oas3/Hspb1/Tyrobp",28
"GO:0030595","leukocyte chemotaxis","31/1293","243/28928",0.127572016460905,2.85414021050353,6.27826304881335,1.6112652874006e-07,3.24377493314607e-05,2.4927749950063e-05,"Csf1/Slit2/Ptn/Vegfc/Rac1/Nedd9/Cmklr1/Itga1/Nckap1l/Dysf/Dusp1/Mmp9/Serpine1/Il34/Gas6/Cxcl1/Cxcl10/Vav3/Kit/Itgb2l/Nod2/Lbp/Adam8/Il16/Gpsm3/C3ar1/Lgals3/Prss56/Ptpro/Gpr35/Slamf8",31
"GO:0032652","regulation of interleukin-1 production","21/1293","125/28928",0.168,3.75862645011601,6.68575204813712,1.62489653422901e-07,3.24377493314607e-05,2.4927749950063e-05,"Panx1/Lgals9/Isl1/Gas6/Smad3/Egr1/Tlr2/Ffar4/Serpinb1a/Ifi203/Nlrc3/Nod2/Il16/Il6/Pycard/Acp5/Panx2/Ceacam1/Casp1/Hspb1/Tyrobp",21
"GO:0060326","cell chemotaxis","38/1293","337/28928",0.112759643916914,2.52274631030819,6.08203702051799,1.81877812142099e-07,3.5011478837354e-05,2.69056086759082e-05,"Csf1/Slit2/Ptn/Vegfc/Rac1/Nedd9/Cmklr1/Bin2/Itga1/Ccl27a/Nckap1l/Dysf/Pdgfrb/Dusp1/Mmp9/Serpine1/Il34/Gas6/Cxcl1/Cxcl10/Vav3/Kit/Itgb2l/Nod2/Lbp/Adam8/Il16/Epha2/Gpsm3/C3ar1/Lgals3/Prss56/Plxnb3/Snai2/Ptpro/Gpr35/Hspb1/Slamf8",38
"GO:0071706","tumor necrosis factor superfamily cytokine production","28/1293","208/28928",0.134615384615385,3.01171991195193,6.29837029312803,2.06265803733457e-07,3.80379533409309e-05,2.9231392714884e-05,"Pik3r1/Lgals9/Isl1/Oas1a/Clu/Gas6/Ptpn6/Kcnn4/Tlr2/Il27ra/Oas1g/Tlr3/Nlrc3/Nfatc4/Bcl3/Ptpn22/Tlr5/Nod2/Abcc8/Lbp/Adam8/Lrrk2/Il6/Pycard/Acp5/Oas3/Hspb1/Tyrobp",28
"GO:0002366","leukocyte activation involved in immune response","38/1293","339/28928",0.112094395280236,2.50786285125032,6.04064667873178,2.11714026016313e-07,3.80379533409309e-05,2.9231392714884e-05,"Enpp3/Slc18a2/Cplx2/Lgals9/Nfkbiz/Nr4a3/Hlx/Dock10/Nckap1l/Dysf/Pld2/Icosl/Pla2g3/Vamp8/Ptpn6/Bcl6/Jak3/Clcf1/Il6ra/Il27ra/Apbb1ip/Bcl3/Kit/Lat/Fgr/Icam1/Itgb2l/Lbp/Nkg7/Slc11a1/Il6/Pms2/Pycard/Ceacam1/Lgals3/Il13/Nppa/Tyrobp",38
"GO:0043524","negative regulation of neuron apoptotic process","29/1293","221/28928",0.131221719457014,2.93579419988592,6.24859881669132,2.18857397506296e-07,3.80529475019011e-05,2.92429154223183e-05,"Pcp4/Grin1/Nos1/Ccnd1/Nr4a3/Nes/Glp1r/Pink1/Isl1/Tert/Tfap2b/Pla2g3/Clu/Clcf1/Il27ra/Amigo2/Gdnf/Smo/Nfatc4/Draxin/Mt3/Fzd1/Vstm2l/Six1/Gfral/Adam8/Il6/Lcn2/Barhl1",29
"GO:0030534","adult behavior","27/1293","198/28928",0.136363636363636,3.0508331575617,6.26348927829669,2.59908086970198e-07,4.37782683990426e-05,3.36427079680173e-05,"Adam22/Grin1/Nos1/Slc10a4/Nr4a3/Cntnap2/Sncg/Chrna3/Chrna5/Scn1a/Cntn2/Gbx1/Npy/Nrxn3/Chrnb1/Oprd1/Sez6l/Dbh/Sptbn2/Shank3/Nrxn1/Pcdh17/Atp6v1b1/Otog/Slc6a4/Ntsr1/Grm2",27
"GO:0002263","cell activation involved in immune response","38/1293","343/28928",0.110787172011662,2.47861663724157,5.95874466427099,2.8560740536734e-07,4.56716215038877e-05,3.50977112816714e-05,"Enpp3/Slc18a2/Cplx2/Lgals9/Nfkbiz/Nr4a3/Hlx/Dock10/Nckap1l/Dysf/Pld2/Icosl/Pla2g3/Vamp8/Ptpn6/Bcl6/Jak3/Clcf1/Il6ra/Il27ra/Apbb1ip/Bcl3/Kit/Lat/Fgr/Icam1/Itgb2l/Lbp/Nkg7/Slc11a1/Il6/Pms2/Pycard/Ceacam1/Lgals3/Il13/Nppa/Tyrobp",38
"GO:0032680","regulation of tumor necrosis factor production","27/1293","199/28928",0.135678391959799,3.03550233767445,6.23245447389653,2.88095571638624e-07,4.56716215038877e-05,3.50977112816714e-05,"Pik3r1/Lgals9/Isl1/Oas1a/Clu/Gas6/Ptpn6/Kcnn4/Tlr2/Il27ra/Oas1g/Tlr3/Nlrc3/Nfatc4/Bcl3/Ptpn22/Tlr5/Nod2/Abcc8/Lbp/Lrrk2/Il6/Pycard/Acp5/Oas3/Hspb1/Tyrobp",27
"GO:0007596","blood coagulation","26/1293","188/28928",0.138297872340426,3.09410738674697,6.23097081715763,3.25678622136069e-07,5.01545078089547e-05,3.85427181385093e-05,"Anxa2/Plaur/Plat/Pros1/Papss2/F5/Tec/Serpine1/Gas6/Procr/Ptpn6/Il6ra/Tbxa2r/Comp/Fgl1/Tspan32/Slc6a4/Adra2a/Prrg1/Il6/Plau/Vtn/Ceacam1/Serpinc1/Prss56/Entpd2",26
"GO:0001818","negative regulation of cytokine production","36/1293","318/28928",0.113207547169811,2.53276714967386,5.94500249040423,3.44483953237294e-07,5.15769029985838e-05,3.96357998827121e-05,"Lgals9/Rac1/Cmklr1/Ssc5d/Nckap1l/Oas1a/Gas6/Ptpn6/Bcl6/Jak3/Peli3/Tlr2/Ffar4/Serpinb1a/Il27ra/Gbp7/Oas1g/Tigit/Nlrc3/Xaf1/Bcl3/Ptpn22/Nod2/Lbp/Epha2/Slc11a1/Il6/Pycard/Acp5/Ceacam1/Rgcc/Il13/Foxj1/Laptm5/Oas3/Tyrobp",36
"GO:0042063","gliogenesis","43/1293","417/28928",0.103117505995204,2.30702491371172,5.81522997063231,3.59991224556011e-07,5.2100189686553e-05,4.00379350486449e-05,"Adam22/Sox6/Csf1/Grin1/Ptn/Lamb2/Id4/Ncan/Vegfc/Cntnap2/Apcdd1/Tert/Sox8/Col6a1/Cntn2/Clu/Il34/Adgrg1/Spint1/Dusp15/Clcf1/Tlr2/Plp1/Shank3/Ndrg1/Smo/Ptprb/Ncmap/Dner/Nrros/Abcc8/Ntn1/Il6/Vtn/Dll3/Prkch/Sox5/Gpr37l1/Lama2/Erbb2/Tnfrsf1b/Hapln1/Gjc2",43
"GO:0032612","interleukin-1 production","21/1293","131/28928",0.16030534351145,3.5864756203397,6.41788069586573,3.67311170331914e-07,5.2100189686553e-05,4.00379350486449e-05,"Panx1/Lgals9/Isl1/Gas6/Smad3/Egr1/Tlr2/Ffar4/Serpinb1a/Ifi203/Nlrc3/Nod2/Il16/Il6/Pycard/Acp5/Panx2/Ceacam1/Casp1/Hspb1/Tyrobp",21
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","32/1293","266/28928",0.120300751879699,2.69146183323739,5.99474895856272,3.94135289866942e-07,5.4471518266226e-05,4.1860252783439e-05,"Sctr/Prkar1b/Nos1/Gna12/Abca1/Gpr146/Glp1r/Gpr161/Gpr3/Lgr5/Adgrg1/Gna14/Oprd1/Cxcl10/Ffar4/Gpr6/Calcrl/Tbxa2r/Grik3/S1pr4/Adgrg3/Ucn2/Or51e2/Adra2a/Gnat3/Adgrl3/Gpr37l1/Gpha2/Adgrg2/Gpr12/Grm2/Adcy5",32
"GO:0071674","mononuclear cell migration","29/1293","228/28928",0.12719298245614,2.84566016743328,6.05200726091468,4.25820104045239e-07,5.73792590200959e-05,4.40947923531057e-05,"Csf1/Slit2/Lgals9/Ecm1/Nedd9/Cmklr1/Madcam1/Dusp1/Itgb7/Mmp9/Serpine1/Il34/Gas6/Kcnn4/Spns2/Cxcl10/Il27ra/Itga4/Plcb1/Icam1/Adam8/Pycard/C3ar1/Lgals3/Cd99l2/Ptpro/Gpr35/Slamf8/Myo1g",29
"GO:0007599","hemostasis","26/1293","192/28928",0.135416666666667,3.02964681618974,6.10350288901379,4.93597981869411e-07,6.48900761530762e-05,4.9866702404522e-05,"Anxa2/Plaur/Plat/Pros1/Papss2/F5/Tec/Serpine1/Gas6/Procr/Ptpn6/Il6ra/Tbxa2r/Comp/Fgl1/Tspan32/Slc6a4/Adra2a/Prrg1/Il6/Plau/Vtn/Ceacam1/Serpinc1/Prss56/Entpd2",26
"GO:0032640","tumor necrosis factor production","27/1293","205/28928",0.131707317073171,2.94665836681569,6.05024550828818,5.25816499401736e-07,6.74797840898895e-05,5.18568402292188e-05,"Pik3r1/Lgals9/Isl1/Oas1a/Clu/Gas6/Ptpn6/Kcnn4/Tlr2/Il27ra/Oas1g/Tlr3/Nlrc3/Nfatc4/Bcl3/Ptpn22/Tlr5/Nod2/Abcc8/Lbp/Lrrk2/Il6/Pycard/Acp5/Oas3/Hspb1/Tyrobp",27
"GO:0050817","coagulation","26/1293","193/28928",0.134715025906736,3.01394916429238,6.07215408477054,5.46552716368886e-07,6.85097474704255e-05,5.26483461177862e-05,"Anxa2/Plaur/Plat/Pros1/Papss2/F5/Tec/Serpine1/Gas6/Procr/Ptpn6/Il6ra/Tbxa2r/Comp/Fgl1/Tspan32/Slc6a4/Adra2a/Prrg1/Il6/Plau/Vtn/Ceacam1/Serpinc1/Prss56/Entpd2",26
"GO:0032102","negative regulation of response to external stimulus","43/1293","426/28928",0.10093896713615,2.25828495074598,5.65936050772451,6.42107777845114e-07,7.86582027860265e-05,6.04472274119743e-05,"Slit2/Enpp3/Anxa2/Grin1/Tnr/Lgals9/Plaur/Plat/Pbk/Pros1/Ctla2a/Isl1/Cdh5/Dusp1/Npy/Ets1/Oas1a/Serpine1/Smad3/Ptpn6/Nlrp4e/Isg15/Ffar4/Nrxn1/Oas1g/Ifi203/Serpinb9/Nlrc3/Aph1c/Tafa5/Klrb1b/Nod2/Plau/Vtn/Acp5/Nlrc5/Ceacam1/Robo2/Il13/Susd4/Tnfrsf1b/Oas3/Slamf8",43
"GO:0007611","learning or memory","38/1293","356/28928",0.106741573033708,2.38810535554455,5.7003081530682,7.26662876748984e-07,8.70380645706005e-05,6.6886980584965e-05,"Kcnab1/Grin1/Ptn/Prkar1b/Itga3/Tnr/Slc8a2/Ptgs1/Glp1r/Cntnap2/Acss2/Nedd9/Cntn2/Serpinf1/Nrxn3/Itga8/Egr1/Rapgef3/Tlr2/Dbh/Itga5/Shank3/Nrxn1/Aph1c/Plcb1/Nfatc4/Csmd1/Kit/Brinp1/Abcc8/Slc6a4/Amph/Lcn2/Dnaaf4/Slc2a4/Casp1/Ntsr1/Plk2",38
"GO:0030111","regulation of Wnt signaling pathway","36/1293","329/28928",0.109422492401216,2.44808496533826,5.71396788862456,7.83674775368889e-07,9.18262399834415e-05,7.05665959056425e-05,"Bambi/Itga3/Amer1/Apcdd1/Wwox/Isl1/Ccdc88c/Tert/Ptk7/Smad3/Lgr5/Egr1/Fermt1/Lbx2/Tlr2/Sfrp4/Mdfi/Nfatc4/Wnt10b/Draxin/Ppm1n/Scel/Fzd1/Wnk2/Lrrk2/Gpc5/Sulf2/Nkd1/Shisa2/Sost/Foxl1/Snai2/Nppa/Rspo1/Ptpro/Cdh1",36
"GO:0050890","cognition","41/1293","401/28928",0.102244389027431,2.28749086294318,5.61577264011691,8.33902857115485e-07,9.56326893585631e-05,7.34917747536267e-05,"Kcnab1/Grin1/Ptn/Prkar1b/Itga3/Tnr/Slc8a2/Ptgs1/Glp1r/Cntnap2/Acss2/Nedd9/Gpr158/Cntn2/Serpinf1/Nrxn3/Itga8/Egr1/Rapgef3/Tlr2/Dbh/Itga5/Shank3/Nrxn1/Aph1c/Plcb1/Nfatc4/Csmd1/Kit/Brinp1/Abcc8/Slc6a4/Amph/Lcn2/Dnaaf4/Tmprss11e/Slc2a4/Mfsd2a/Casp1/Ntsr1/Plk2",41
