ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
256	2,0,5	5,3,1	0,0,0	5,3,0	298	149
257	148,90,122	0,0,0	49,78,80	0,0,5	298	149
258	15,9,1	328,493,390	0,8,8	510,466,578	298	149
259	1102,1136,1275	1,5,1	1361,1256,1527	0,0,0	298	149
260	1040,1239,1041	496,522,665	1224,1277,1387	642,521,684	298	149
262	2516,2831,2980	1,0,0	2267,2297,2641	0,0,0	214	149
263	294,398,433	8,0,2	311,326,392	10,0,4	214	149
264	702,829,684	8,0,2	519,493,501	10,0,4	243	149
265	2922,3267,3231	0,5,3	2470,2458,2749	1,0,1	243	149
266	1589,1775,1817	4,0,0	1358,1151,1380	0,0,0	270	149
267	1,14,1	961,1199,1092	2,2,0	1084,962,1310	207	149
268	1044,1364,1359	2,0,0	1355,1374,1699	0,0,1	187	149
269	301,511,399	4,0,2	458,400,448	0,0,0	217	149
270	927,1312,1141	2,0,0	1260,1084,1422	1,0,1	217	149
271	824,1126,997	1,3,0	1043,956,1248	3,0,2	240	149
272	419,695,653	0,2,0	883,753,1090	0,7,2	190	149
273	99,158,128	2,0,0	200,150,217	0,4,2	190	149
274	103,166,130	0,2,0	208,151,223	0,7,2	211	149
275	463,551,614	2,0,0	823,618,935	0,4,2	251	149
276	760,1034,1103	0,0,2	1488,1211,1792	0,0,1	251	149
277	124,201,118	597,739,825	64,48,62	1130,873,1349	259	149
279	2067,2316,2320	0,3,0	2063,2307,2474	0,0,0	286	149
280	1005,1067,1093	3,3,0	1129,1218,1359	0,0,1	286	149
281	2,0,1	1110,1363,1296	0,0,3	1110,1246,1315	239	149
282	108,173,122	3,3,0	131,116,127	0,0,1	227	149
283	1204,1526,1401	47,112,69	1237,1351,1432	176,157,200	227	149
285	20,22,29	8,13,19	12,9,27	9,9,34	222	149
286	10,4,7	1,2,2	13,2,6	7,2,0	272	149
287	57,85,64	8,13,19	80,55,92	9,9,34	298	149
288	39,50,61	0,2,0	44,47,56	0,0,0	223	149
289	78,120,99	0,0,0	110,90,131	0,1,0	223	149
291	34,36,36	0,7,1	56,13,34	3,0,5	179	149
292	81,81,124	3,9,11	133,66,102	9,16,16	179	149
293	31,29,37	4,3,0	49,15,22	0,0,5	179	149
294	6,8,7	3,9,11	8,2,19	9,16,16	245	149
295	1,2,2	4,3,0	4,0,5	0,0,5	245	149
296	57,58,71	6,9,17	38,27,66	7,9,8	245	149
297	11,9,12	52,55,94	16,7,28	89,58,83	245	149
298	6,3,6	2,3,7	12,5,14	5,7,3	245	149
299	231,209,274	37,27,43	198,196,223	18,19,30	245	149
300	161,138,173	14,24,13	138,155,139	13,9,16	245	149
301	150,134,166	5,3,8	128,150,121	2,0,0	245	149
302	88,88,89	0,0,1	136,118,99	1,2,3	298	149
303	95,125,128	5,3,8	133,136,163	2,0,0	298	149
304	329,380,526	0,1,3	509,542,546	0,2,2	272	149
305	121,159,173	0,0,4	144,168,197	2,0,0	248	149
306	185,252,276	0,0,4	250,280,293	2,0,0	275	149
307	56,70,92	114,132,138	115,75,112	119,157,113	199	149
308	1339,1365,1381	0,0,2	1202,1408,1561	0,0,0	296	149
309	3298,3796,3772	0,2,0	2843,2904,3516	0,0,0	291	149
310	2651,2963,3150	21,5,21	2777,2748,3547	13,3,19	298	149
311	2000,2108,2292	0,2,0	1708,2039,2350	0,0,0	298	149
312	3274,4212,3940	0,5,4	3676,3154,3749	0,2,2	298	149
313	1389,1827,1612	0,0,5	1597,1452,1967	1,2,0	298	149
314	3973,5021,4753	0,0,5	4437,4231,5093	1,2,0	278	149
315	151,181,172	3,4,8	169,130,193	0,2,1	298	149
316	71,100,95	0,2,0	80,70,109	0,1,1	298	149
317	71,100,94	3,5,24	82,69,107	6,7,1	298	149
318	66,119,99	0,0,0	57,59,62	2,0,0	250	149
319	60,57,52	40,50,37	28,38,36	48,55,60	196	149
320	83,110,103	155,177,231	102,125,127	119,121,170	244	149
321	76,75,60	96,163,130	65,90,104	89,83,99	244	149
322	38,47,25	1230,1525,1599	46,49,45	1108,1056,1186	244	149
323	35,44,23	0,5,2	44,46,42	1,0,6	244	149
324	106,118,143	50,84,75	96,105,113	66,60,51	244	149
325	89,81,109	25,19,43	53,66,86	15,16,35	244	149
326	40,45,65	22,46,24	35,26,27	9,6,9	244	149
327	340,347,318	12,8,23	274,213,290	5,1,3	285	149
328	356,372,331	59,65,83	286,221,304	56,26,46	285	149
329	494,524,549	1230,1525,1599	393,334,460	1108,1056,1186	285	149
330	389,431,393	22,46,24	340,273,341	9,6,9	285	149
331	420,428,416	3,3,2	342,303,394	3,3,3	285	149
332	332,348,335	59,65,83	278,217,273	56,26,46	281	149
333	425,506,441	1230,1525,1599	361,293,371	1108,1056,1186	281	149
334	354,362,354	22,46,24	287,226,307	9,6,9	281	149
335	385,386,360	3,3,2	304,261,353	3,3,3	281	149
336	1291,1526,1641	2,3,0	1110,1024,1203	2,0,1	290	149
337	2461,2986,3157	0,5,2	2162,2054,2343	1,0,6	290	149
338	1237,1528,1621	0,0,0	1108,1058,1189	1,0,0	290	149
339	1235,1464,1560	0,0,0	1057,1001,1160	1,0,0	290	149
340	494,584,662	0,0,0	466,470,530	1,0,0	218	149
341	1605,1898,2100	15,9,25	1442,1365,1552	1,2,4	218	149
342	316,490,444	983,1192,1371	272,275,386	932,866,985	257	149
343	1394,1794,1846	7,0,0	1438,1278,1549	0,2,0	227	149
344	1043,1483,1478	1,0,0	1056,793,1095	0,0,0	290	149
345	825,942,1024	69,177,154	758,605,735	69,99,105	298	149
346	1602,1914,2264	4,0,0	1651,1698,1879	0,0,0	298	149
347	1778,2031,2354	1,0,1	1953,1778,2207	0,0,0	298	149
348	1154,1158,1402	0,1,2	1211,1018,1345	0,0,0	216	149
349	2573,3043,3400	47,72,83	2735,2983,2961	36,40,25	248	149
350	1024,1096,1242	142,170,194	1010,981,1087	208,169,210	248	149
351	47,61,83	142,170,194	40,45,25	208,169,210	283	149
352	47,61,82	17,17,36	36,42,25	26,17,15	283	149
353	1460,1858,2055	0,0,0	1652,1929,1803	1,0,0	283	149
354	4478,5101,5690	0,0,1	4789,4996,4935	4,5,1	298	149
355	2600,2995,3368	0,0,0	2768,2976,2980	0,2,0	298	149
356	1520,1819,1892	5,0,1	1654,1666,1780	3,0,0	265	149
357	2276,2614,2837	0,0,1	2563,2701,2847	0,0,0	298	149
358	3075,3515,4163	0,0,2	3530,3697,3883	0,0,0	298	149
359	3931,4267,5510	0,0,9	4824,5341,5555	0,0,1	298	149
360	1213,1358,1507	0,0,2	1495,1335,1659	0,0,0	298	149
361	288,353,405	0,0,1	282,272,245	0,0,0	298	149
362	140,154,241	40,46,79	210,183,252	25,23,43	298	149
363	335,443,527	0,0,0	311,316,286	0,1,0	283	149
364	231,301,315	0,0,0	307,322,229	0,2,0	259	149
365	114,196,157	0,0,3	162,128,123	0,0,0	278	149
366	220,356,309	0,3,0	317,292,332	5,4,0	278	149
367	198,300,294	0,0,1	275,211,199	1,0,0	249	149
368	311,350,345	2,0,5	368,350,354	0,0,0	298	149
369	279,473,463	0,0,0	424,419,434	2,0,0	207	149
370	88,95,107	0,0,1	82,111,121	0,0,0	287	149
371	2608,2922,2945	18,8,16	1536,1400,1604	0,2,1	298	149
372	348,375,413	2,2,0	197,132,204	0,0,0	298	149
373	3806,4342,4317	18,8,16	2317,2211,2535	0,2,1	298	149
374	1546,1795,1785	2,2,0	978,943,1135	0,0,0	298	149
375	740,1043,975	2,2,0	438,378,605	0,0,0	241	149
376	129,141,153	0,0,0	105,87,83	0,2,0	241	149
377	2943,3541,3453	0,0,1	1756,1619,1980	0,0,0	241	149
378	1180,1526,1452	0,0,0	828,647,851	0,2,0	240	149
379	2859,3774,3556	136,167,160	1828,1578,2032	122,100,100	240	149
380	379,515,530	0,3,1	333,308,316	0,0,0	180	149
381	671,836,915	0,0,0	587,539,591	0,0,1	275	149
382	545,634,796	1,2,5	507,465,566	3,0,1	293	149
383	873,912,1289	1,3,1	1247,1002,1469	0,0,0	229	149
384	1187,1327,1329	0,0,1	1425,1092,1467	0,0,0	216	149
385	81,75,116	0,2,2	40,51,116	0,1,1	298	149
386	113,143,162	0,2,2	57,75,147	0,1,1	281	149
387	90,67,90	0,0,1	72,30,43	0,0,0	298	149
388	42,32,33	67,68,70	10,12,15	60,55,33	269	149
389	216,250,263	0,0,3	169,125,142	0,0,0	260	149
391	1558,1635,1816	0,2,0	2554,2680,3114	0,0,4	221	149
392	2372,2671,3052	3,0,0	4152,4039,4842	0,0,2	298	149
393	1554,1710,1828	0,0,0	2698,2471,3280	4,0,2	298	149
394	1754,1938,2113	0,0,0	3094,2746,3850	4,0,2	298	149
395	2247,2680,2777	0,0,0	4109,3712,4965	4,0,2	298	149
396	574,625,630	0,0,1	831,799,943	0,0,0	199	149
397	774,853,915	0,0,0	1227,1074,1515	3,0,0	199	149
398	1261,1595,1576	2,4,0	2234,2040,2631	2,0,0	199	149
399	160,202,208	2,4,0	343,291,431	2,0,0	247	149
400	108,118,124	0,0,0	106,138,109	2,0,0	236	149
401	161,194,224	0,0,0	190,213,275	0,2,0	245	149
402	187,193,161	4,0,6	217,169,268	0,5,1	298	149
403	45,26,29	100,92,88	93,45,77	102,88,150	221	149
404	199,267,289	0,0,1	240,238,295	0,0,0	266	149
405	142,163,181	0,0,1	119,113,158	0,0,0	298	149
406	2,0,9	0,0,1	4,0,1	0,0,0	205	149
407	0,0,0	57,104,115	0,1,0	125,125,137	231	149
411	329,394,337	3,9,0	251,253,242	0,0,0	204	149
412	257,328,266	0,0,4	238,243,260	0,0,2	204	149
413	11,26,20	1,4,16	11,4,10	0,3,15	186	149
414	0,1,3	46,94,68	4,4,11	31,43,42	279	149
415	119,207,136	2,0,0	69,115,122	0,0,0	298	149
416	84,94,98	9,8,11	70,101,117	13,10,14	276	149
417	92,156,142	2,0,1	121,159,164	0,0,3	298	149
418	36,33,20	11,0,0	40,51,68	0,1,0	298	149
419	44,60,74	11,0,0	38,55,57	0,1,0	247	149
420	98,185,196	5,2,2	117,176,144	2,14,0	247	149
421	11617,11220,13178	349,412,469	11055,12047,13368	358,424,455	226	149
422	3786,3279,4072	2,1,0	3078,3717,3893	0,0,4	226	149
423	3786,3279,4068	0,0,0	3078,3717,3887	1,0,2	226	149
424	1051,1038,1457	2,1,0	1226,1484,1589	0,0,4	239	149
425	131,138,124	0,0,0	103,125,164	1,0,2	239	149
426	8322,8288,9796	0,0,4	8658,9124,10335	2,0,6	239	149
427	1680,1850,1853	0,0,0	1466,1656,1733	2,0,0	239	149
429	31,23,46	7052,6880,8565	16,31,46	7599,7968,9099	298	149
430	12280,14433,13604	0,3,0	10920,10479,11452	0,0,0	222	149
431	5065,5421,5017	2,7,0	4289,4189,4369	1,1,0	222	149
432	3487,3584,4036	0,7,1	3724,4586,5428	0,1,4	215	149
434	3152,3108,3140	22,26,20	2418,1813,2718	10,7,19	226	149
435	228,200,213	22,26,20	215,160,221	10,7,19	184	149
436	10248,10719,11373	8,0,8	10360,8890,10864	7,6,2	222	149
437	386,423,310	208,173,209	404,385,472	124,184,167	230	149
438	211,248,176	208,173,209	110,120,131	124,184,167	201	149
439	459,473,499	0,0,1	403,507,465	0,0,0	226	149
440	192,215,280	0,0,1	242,324,358	0,0,0	226	149
441	268,272,331	0,0,3	302,369,409	0,1,1	226	149
442	18,15,19	0,0,0	12,31,31	0,1,0	226	149
443	1,0,0	0,0,0	0,0,0	1,0,0	226	149
444	139,155,177	0,0,0	211,241,272	0,1,0	226	149
445	390,403,491	1,3,0	517,603,663	1,8,2	226	149
446	479,478,576	1,0,0	645,816,859	0,0,0	221	149
447	387,587,437	0,1,2	646,523,631	0,0,0	298	149
448	371,668,527	0,6,0	668,685,680	0,0,0	257	149
449	33,84,33	187,299,181	43,38,57	245,216,287	179	149
451	7,3,12	17,21,4	2,12,6	31,23,25	241	149
452	1,2,0	0,5,0	0,2,4	0,0,1	241	149
453	1,2,2	0,5,0	0,2,5	0,0,1	298	149
454	0,0,1	0,5,0	0,0,1	0,0,1	298	149
455	17,21,4	0,5,0	31,23,25	0,0,1	242	149
457	0,0,1	18,0,5	0,6,7	0,3,0	258	149
459	1,0,1	1,1,0	0,3,2	1,2,7	270	149
460	13,13,16	2,1,0	24,28,16	1,3,0	298	149
461	1647,1900,1937	6,1,0	1338,1240,1410	1,0,10	228	149
462	3338,3745,4113	3,7,2	2822,3145,3532	0,5,0	286	149
463	1284,1357,1517	0,0,0	958,1024,1168	4,0,1	269	149
464	2200,2575,2791	3,6,0	2004,2227,2406	2,0,2	287	149
465	251,388,388	78,129,147	208,294,240	85,63,78	209	149
466	260,375,375	58,53,59	232,307,291	57,46,80	209	149
467	144,171,204	86,141,136	194,187,252	41,56,22	236	149
468	280,318,333	95,128,123	426,405,477	67,69,73	236	149
480	24,26,14	28,29,42	7,20,18	36,26,58	239	149
481	139,172,200	12,0,0	162,268,249	0,1,4	266	149
482	246,299,294	2,2,4	355,315,377	0,0,0	274	149
483	114,188,144	1,0,0	193,173,228	0,0,0	274	149
484	91,82,152	11,2,7	151,108,138	1,3,3	222	149
485	90,80,148	0,2,0	151,108,138	0,0,0	222	149
486	171,222,249	0,4,4	304,243,337	1,1,2	216	149
487	272,341,366	2,0,0	275,235,330	0,0,0	281	149
488	93,86,142	0,0,1	92,93,120	0,0,0	211	149
489	149,164,180	0,0,1	85,105,156	0,0,0	226	149
490	80,86,93	0,0,0	37,67,101	0,0,2	209	149
491	196,186,196	17,8,14	130,156,215	6,10,17	212	149
492	2,0,0	0,0,0	0,0,7	1,0,0	298	149
494	12,9,4	0,0,0	0,7,8	1,0,0	298	149
496	0,0,6	533,578,552	0,2,1	570,628,691	259	149
497	117,123,122	1,0,0	95,171,149	0,0,0	173	149
498	211,164,200	7,8,5	198,208,197	3,1,14	298	149
499	113,164,202	0,1,0	150,165,198	0,0,0	243	149
500	97,103,100	2,0,0	73,132,131	0,0,0	190	149
501	97,102,100	0,0,0	89,149,113	0,3,0	250	149
502	130,134,209	0,1,0	152,220,187	0,0,0	248	149
503	33,40,65	0,0,0	42,78,84	1,0,0	248	149
504	115,114,119	0,0,0	100,164,123	1,0,0	298	149
506	0,1,0	0,0,0	0,0,0	0,0,1	220	149
509	0,0,0	3,3,4	0,0,4	2,4,4	254	149
510	13,22,5	2,0,0	16,25,43	0,0,0	298	149
511	0,3,1	12,18,5	0,3,0	2,23,32	207	149
512	0,3,3	12,18,5	1,3,0	2,23,32	223	149
513	1287,1327,1370	4,2,5	923,953,1271	0,0,1	290	149
514	258,262,304	5,13,14	218,261,234	18,8,8	270	149
515	121,120,132	12,5,0	119,140,95	7,4,3	270	149
516	121,119,130	0,0,2	119,146,94	0,0,0	270	149
517	190,258,292	12,5,0	229,276,274	7,4,3	244	149
518	10,19,12	0,0,2	17,11,0	0,0,0	244	149
519	322,388,452	0,1,2	309,389,406	0,0,1	244	149
520	101,90,94	0,0,0	79,71,89	0,6,0	244	149
521	50,54,68	0,0,2	52,42,42	0,0,0	176	149
522	38,50,70	0,0,0	45,38,40	0,6,0	176	149
523	268,355,432	7,7,2	283,361,364	4,4,0	176	149
524	394,458,534	0,2,0	515,521,658	0,0,0	257	149
526	52,38,75	0,11,0	31,31,32	0,1,7	242	149
527	37,33,66	3,0,0	19,25,23	0,0,0	242	149
528	47,34,70	0,2,4	29,30,27	0,0,0	242	149
529	14,14,29	0,2,0	13,2,8	0,0,0	242	149
530	9,7,25	0,0,0	8,3,4	0,2,0	242	149
531	12,7,25	0,2,0	2,6,8	0,0,0	298	149
532	11,4,3	0,1,0	1,5,5	0,1,0	220	149
533	11,5,3	0,6,2	1,5,5	0,0,0	220	149
534	15,5,4	10,7,7	1,5,6	10,5,4	220	149
535	11,4,3	0,4,4	6,5,5	0,1,4	220	149
536	15,10,10	0,6,2	7,6,8	0,0,0	298	149
539	0,6,2	10,7,7	0,0,0	10,5,4	196	149
540	0,1,4	4,2,1	0,0,0	0,0,2	196	149
541	19,20,19	0,4,4	21,16,12	0,1,4	279	149
543	66,143,92	0,0,6	81,81,74	0,0,0	255	149
545	79,95,83	0,1,0	63,84,69	2,0,3	202	149
546	34800,46021,45014	0,0,3	47647,42055,52912	0,0,0	298	149
547	64149,76940,76619	1,0,0	81927,72248,91499	0,0,0	298	149
548	23883,26155,25974	0,0,0	25933,23481,28416	0,0,2	247	149
549	86098,101716,99494	5,11,3	103714,87938,113383	7,8,11	298	149
550	293,377,401	0,0,7	330,430,386	0,0,3	298	149
551	242,286,247	0,0,7	262,337,352	0,0,3	298	149
552	444,526,581	2,0,0	472,596,575	0,0,0	298	149
553	607,782,827	0,0,1	746,949,987	0,0,0	298	149
555	709,742,843	0,1,0	706,1026,1011	0,1,0	298	149
556	43,51,36	215,142,214	20,23,42	166,238,260	155	149
557	196,202,246	0,3,0	337,358,421	0,0,0	217	149
558	1718,1780,1929	6,11,11	1631,1477,1731	14,4,13	245	149
559	1012,1183,1084	1,0,4	1193,1056,1238	2,0,0	298	149
560	1528,1890,1865	0,0,0	1878,1859,2161	0,2,0	252	149
561	1779,2369,2103	2,0,2	1959,1737,1973	4,0,2	298	149
562	377,495,482	689,827,752	318,308,351	740,644,665	298	149
563	1233,1441,1482	0,11,3	1088,1083,1302	6,10,0	210	149
564	1641,1870,1751	5,0,0	1303,1286,1533	0,0,0	248	149
565	1749,2123,1881	0,0,5	1317,1297,1355	0,0,0	233	149
570	1352,1490,1712	0,0,0	1684,1732,1909	5,0,0	233	149
572	2244,2305,2786	1,3,2	2368,2133,2445	0,0,0	241	149
573	9519,9877,11914	0,0,0	10341,10028,11105	1,0,0	298	149
574	13935,13822,16698	188,186,250	14439,13262,15279	158,178,180	223	149
576	40,30,51	1,0,0	30,54,66	0,0,0	210	149
577	26,41,39	12,13,0	26,49,66	4,8,2	210	149
578	15,19,20	0,0,1	14,24,38	0,0,0	210	149
579	11,19,29	0,0,0	17,19,34	0,0,1	252	149
580	12,17,29	12,13,0	17,19,34	4,8,2	252	149
581	1,0,1	0,0,1	2,0,0	0,0,0	252	149
582	37,37,73	19,34,43	52,61,73	19,35,40	252	149
583	4,15,35	1,0,0	27,34,18	8,0,5	252	149
584	32,34,47	0,0,0	45,56,59	0,0,3	298	149
585	74,66,100	3,2,7	72,114,87	12,2,2	243	149
587	201,289,250	444,574,615	153,172,175	455,352,479	215	149
588	773,1013,1113	0,0,0	776,643,833	3,0,0	244	149
589	645,773,833	0,0,1	550,530,596	0,0,0	210	149
590	598,741,757	0,0,0	595,473,625	1,0,3	224	149
601	0,2,0	4,2,0	2,8,1	0,0,0	298	149
603	5,8,8	0,0,0	10,11,7	2,2,0	298	149
604	7342,8741,8303	0,2,0	9254,10360,11629	0,0,0	274	149
606	3674,4093,4145	0,0,0	4325,5067,5555	0,0,2	216	149
607	4888,5385,5586	0,0,2	6262,7217,8120	0,0,0	248	149
608	964,1195,1289	7,2,8	943,1179,1267	6,6,2	166	149
610	636,789,810	0,0,0	583,724,775	2,0,0	238	149
612	280,261,294	1,0,0	206,224,235	0,0,0	193	149
613	47,33,57	5,0,0	87,64,101	2,10,0	298	149
614	40,71,16	0,4,2	40,37,19	0,1,0	217	149
616	18,9,23	2,0,0	4,7,8	0,1,0	298	149
617	212,268,288	24,26,37	150,149,122	28,12,19	218	149
619	5233,5931,5690	0,0,0	6056,6724,7436	0,1,0	249	149
620	5067,5898,5845	15,8,19	6162,7010,7697	11,16,4	284	149
621	3168,3818,3880	0,2,0	4154,4641,4569	0,0,7	281	149
622	3000,3689,3852	0,0,0	4187,4867,5202	0,1,0	298	149
623	4117,5398,5591	4,6,9	6046,7019,7669	6,3,3	294	149
624	775,1101,1044	4,6,9	1235,1339,1718	6,3,3	204	149
625	585,833,790	6,9,7	922,917,1079	0,1,2	204	149
626	20,21,26	1772,1913,1616	14,14,23	1368,1298,1441	212	149
627	4,7,7	5,8,10	6,4,7	3,11,18	212	149
628	2484,2706,2357	5,8,10	2054,1922,2129	3,11,18	224	149
629	728,807,763	0,0,3	694,634,707	0,0,0	224	149
630	11,17,19	2,0,0	4,11,18	0,0,0	298	149
631	324,433,395	6,9,9	347,271,377	1,0,0	184	149
632	1114,1735,1565	6,9,9	1427,1080,1318	1,0,0	190	149
633	1703,2322,2137	0,0,1	1799,1743,1813	0,0,0	298	149
634	1175,1479,1389	0,0,2	1167,1270,1317	0,0,0	197	149
635	17,37,32	4,0,2	25,30,30	0,0,0	297	149
636	454,640,520	2,0,0	528,720,857	0,0,0	278	149
637	593,826,722	0,0,0	706,884,1027	2,0,1	235	149
638	289,405,353	0,0,2	347,437,505	0,0,0	235	149
639	229,337,315	0,0,2	275,456,514	0,0,0	230	149
640	579,796,721	2,6,9	706,1046,1127	0,0,2	230	149
641	239,344,315	2,6,9	280,458,516	0,0,2	227	149
642	271,361,325	0,0,0	217,229,243	0,1,0	191	149
643	229,246,220	0,0,0	378,558,643	0,1,0	298	149
644	69,87,110	2,0,1	17,44,32	0,0,0	215	149
645	141,239,224	2,0,1	79,92,105	0,0,0	212	149
646	107,122,128	2,2,3	100,145,141	9,15,4	202	149
647	101,122,124	2,0,1	90,135,124	4,1,6	202	149
648	231,282,262	90,121,140	170,223,226	29,52,30	202	149
649	101,121,126	2,4,3	85,124,120	0,0,0	202	149
650	32,49,46	90,121,140	140,196,270	29,52,30	240	149
651	36,48,47	130,161,140	146,202,288	85,99,106	240	149
652	19,21,28	90,121,140	76,110,173	29,52,30	185	149
653	17,22,27	130,161,140	78,120,171	85,99,106	185	149
654	370,431,475	2,4,3	337,599,574	0,0,0	227	149
655	410,471,475	0,0,2	392,646,650	0,0,0	227	149
657	2274,2954,3145	0,0,6	1741,1659,1832	0,0,0	227	149
658	4448,5302,5860	5,0,0	3094,3268,3432	0,0,0	283	149
659	3499,3958,4409	7,1,5	2375,2528,2612	1,2,2	196	149
660	157,183,248	2,1,1	97,122,139	1,1,0	196	149
661	202,299,293	0,0,1	273,178,249	0,0,0	245	149
663	485,604,679	0,6,5	433,469,463	0,0,0	298	149
664	809,976,1081	0,6,5	674,716,707	0,0,0	298	149
665	18,35,21	32,9,20	27,19,30	5,9,25	266	149
666	29,83,46	356,381,422	60,45,69	246,256,269	266	149
669	777,752,833	0,0,0	555,543,593	0,1,0	215	149
670	922,1018,1165	5,0,2	771,787,944	0,2,1	298	149
671	989,1303,1345	16,24,40	923,859,1200	6,5,9	264	149
672	307,347,407	0,0,2	287,267,312	2,0,0	264	149
673	77,109,112	15,7,14	60,60,90	6,3,0	214	149
674	5,1,8	0,0,2	5,5,5	2,0,0	214	149
675	346,567,492	0,0,0	333,286,471	0,3,0	214	149
676	422,592,619	0,0,1	391,399,524	2,0,0	298	149
677	100,211,167	0,0,0	141,114,123	2,0,0	298	149
678	178,270,245	0,0,2	186,138,178	2,0,0	298	149
