"gene_id_clean","gene_symbol","log2FoldChange","padj"
"ENSMUSG00000038074","Fkbp14",-1.39704337250335,1.14080079439282e-23
"ENSMUSG00000068856","Sf3b4",0.743988073589862,1.17953071442034e-23
"ENSMUSG00000045294","Insig1",-0.969151417746514,1.18606634509852e-23
"ENSMUSG00000115782","ENSMUSG00000115782",-0.972551823189087,1.35237210630985e-23
"ENSMUSG00000035293","G2e3",-0.642793671408253,1.42970397146512e-23
"ENSMUSG00000026548","Slamf9",1.71779429471763,1.89669499225654e-23
"ENSMUSG00000032788","Pdxk",0.799654105489558,1.95554672730011e-23
"ENSMUSG00000085336","Gm11732",-1.29401699625817,2.15446717436695e-23
"ENSMUSG00000008475","Arpc5",-0.470098973275116,2.17401148829346e-23
"ENSMUSG00000042284","Itga1",-0.804454035623647,3.03757610699239e-23
"ENSMUSG00000027944","Hax1",0.566402280143449,4.40004799982258e-23
"ENSMUSG00000060519","Tor3a",0.6648146570289,4.63815959513642e-23
"ENSMUSG00000026463","Atp2b4",-0.584709887706892,7.56026934452649e-23
"ENSMUSG00000018983","E2f2",0.625412875799906,7.56026934452649e-23
"ENSMUSG00000026885","Ttll11",1.16637077028804,8.46095183530031e-23
"ENSMUSG00000020303","Stc2",0.812663646950479,8.71889045099648e-23
"ENSMUSG00000029313","Aff1",0.654987408350095,8.90046012933424e-23
"ENSMUSG00000050310","Rictor",-0.687197807386437,9.8344468020897e-23
"ENSMUSG00000060935","Tmem263",-0.609961193183462,1.05975141667364e-22
"ENSMUSG00000020142","Slc1a4",0.656292206894435,1.1054195901622e-22
"ENSMUSG00000028179","Cth",0.799836778843025,1.45619361757355e-22
"ENSMUSG00000029314","Gpat3",0.877493447641878,1.63335836118081e-22
"ENSMUSG00000032171","Pin1",0.551691318858083,1.72218271546178e-22
"ENSMUSG00000035206","Sppl2b",0.861375262831952,1.8091402698131e-22
"ENSMUSG00000024975","Pdcd4",-0.615564118911889,1.90462920759635e-22
"ENSMUSG00000100157","2310034O05Rik",-1.08752852484704,2.63985726172983e-22
"ENSMUSG00000010755","Cars1",0.537409551633171,2.97103024280429e-22
"ENSMUSG00000034758","Tle6",-0.752555914906563,3.35235100570002e-22
"ENSMUSG00000053398","Phgdh",0.614651375315577,3.7390286285559e-22
"ENSMUSG00000002660","Clpp",0.67570293640729,3.97853126827747e-22
"ENSMUSG00000029363","Rfc5",0.611686791172076,4.49116935915433e-22
"ENSMUSG00000000028","Cdc45",0.631646761401033,4.55888761854208e-22
"ENSMUSG00000027405","Nop56",0.607945123567537,4.63972884875503e-22
"ENSMUSG00000024735","Prpf19",0.623973716480388,4.81576832512685e-22
"ENSMUSG00000023905","Tnfrsf12a",0.785059291211701,4.84212921995908e-22
"ENSMUSG00000031197","Vbp1",-0.62180172608248,5.62527697574981e-22
"ENSMUSG00000109946","Brd3os",1.05570262153894,5.77804786033988e-22
"ENSMUSG00000044308","Ubr3",-0.595962766207229,7.48652030594146e-22
"ENSMUSG00000036733","Rbm42",0.58762251457933,7.61563041353831e-22
"ENSMUSG00000120992","D17H6S56E-5",1.01412763982192,8.75512901843362e-22
"ENSMUSG00000023067","Cdkn1a",0.571877466175763,9.39973628581019e-22
"ENSMUSG00000024613","Tcof1",0.665799287262754,9.86591711574733e-22
"ENSMUSG00000030714","Sgf29",0.837553783011065,1.16087372752641e-21
"ENSMUSG00000024502","Jakmip2",-0.754979627016776,1.27899825375096e-21
"ENSMUSG00000024841","Eif1ad",0.851280590728287,1.31746106634624e-21
"ENSMUSG00000025959","Klf7",-0.584432166773588,1.70633765434832e-21
"ENSMUSG00000034563","Ccpg1",-0.571627037110937,1.95908224540008e-21
"ENSMUSG00000032580","Rbm5",-0.483040859276758,2.27748509833302e-21
"ENSMUSG00000035798","Zdhhc17",-0.563800305086103,2.45590387025876e-21
"ENSMUSG00000072623","Zfp9",-0.708102507229055,2.75302766289718e-21
"ENSMUSG00000050410","Tcf19",0.577625598397593,3.39888384006448e-21
"ENSMUSG00000007872","Id3",0.66027911554226,3.90850430594394e-21
"ENSMUSG00000025764","Jade1",0.557877963085233,3.91133419815766e-21
"ENSMUSG00000040681","Hmgn1",0.50674854724953,4.2080557013949e-21
"ENSMUSG00000026988","Wdsub1",-0.708517371004126,4.52627486825768e-21
"ENSMUSG00000005102","Eif2ak4",-0.703866737896676,5.1416968464326e-21
"ENSMUSG00000037826","Ppm1k",-0.820996987034232,7.77973408925953e-21
"ENSMUSG00000006403","Adamts4",-0.624200445490116,8.31601038694059e-21
"ENSMUSG00000020128","Vps54",-0.508836453620828,8.62553538316226e-21
"ENSMUSG00000000804","Usp32",-0.480510413513714,9.75778515672412e-21
"ENSMUSG00000034007","Scaper",-0.736391745452806,1.02310898832198e-20
"ENSMUSG00000026833","Olfm1",-0.678181203567416,1.22030356379527e-20
"ENSMUSG00000009030","Pdcl",-0.63948019784748,1.22059062064024e-20
"ENSMUSG00000020758","Itgb4",-0.569860392245051,1.22059062064024e-20
"ENSMUSG00000038332","Sesn1",-0.667933524856139,1.31071537650346e-20
"ENSMUSG00000023249","Parp3",-0.803024094965804,1.36060530125526e-20
"ENSMUSG00000061603","Akap6",-0.537236771875196,1.36271186057528e-20
"ENSMUSG00000043262","Uevld",-0.702795331632807,1.37428448760065e-20
"ENSMUSG00000041075","Fzd7",-0.675715022161557,1.58881329605817e-20
"ENSMUSG00000059674","Cdh24",0.868568067180949,1.63175320690388e-20
"ENSMUSG00000039031","Arhgap18",-1.18064327170288,1.65432008107056e-20
"ENSMUSG00000029454","Mapkapk5",0.599515300926009,1.65500566846059e-20
"ENSMUSG00000028273","Pdlim5",-0.487989476588256,1.79147200978654e-20
"ENSMUSG00000020708","Psmc5",0.631508189778144,1.79147200978654e-20
"ENSMUSG00000017679","Ttpal",0.520017506019692,2.13800969642842e-20
"ENSMUSG00000038279","Nop2",0.611691313864843,2.17656080356903e-20
"ENSMUSG00000040658","Dnph1",0.679945622305257,2.19928082581585e-20
"ENSMUSG00000068134","Zfp120",-1.02811742088007,2.2477615754622e-20
"ENSMUSG00000003868","Ruvbl2",0.59028890628779,2.38399340520144e-20
"ENSMUSG00000004069","Dnaja3",0.600112475081514,2.55149586626957e-20
"ENSMUSG00000049115","Agtr1a",-0.821878584014238,2.66839363117759e-20
"ENSMUSG00000026669","Mcm10",0.6731361124357,2.70943826822409e-20
"ENSMUSG00000037685","Atp8a1",-0.462216085743228,2.70943826822409e-20
"ENSMUSG00000023110","Prmt5",0.648795401730377,3.01793875891199e-20
"ENSMUSG00000020307","Cdc34",0.57745790428542,3.27597866597315e-20
"ENSMUSG00000035051","Dhx57",-0.54573029823358,3.44312459590071e-20
"ENSMUSG00000057133","Chd6",-0.458714170637979,3.51671251213197e-20
"ENSMUSG00000045136","Tubb2b",-0.474329722309185,3.59372307147382e-20
"ENSMUSG00000026974","Zmynd19",0.678228084875276,3.83359823700648e-20
"ENSMUSG00000025580","Eif4a3",0.556741183855524,4.57729751453533e-20
"ENSMUSG00000009293","Ube2g2",0.825946033655696,4.75557599926368e-20
"ENSMUSG00000029385","Ccng2",-0.690984280937953,5.10286057897057e-20
"ENSMUSG00000001415","Smg5",0.469155163749077,5.22195332302832e-20
"ENSMUSG00000034271","Jdp2",0.662149725144386,5.57547825557946e-20
"ENSMUSG00000039994","Timeless",0.809035723366536,5.6387027157275e-20
"ENSMUSG00000053774","Ubxn7",-0.491613916776945,6.39622808316385e-20
"ENSMUSG00000045917","Tmem268",0.822713502562152,6.66573694970249e-20
"ENSMUSG00000006585","Cdt1",0.625453987460561,6.80613480940101e-20
"ENSMUSG00000028893","Sesn2",0.67061731587358,1.00198583426575e-19
"ENSMUSG00000020986","Sec23a",-0.676844808249296,1.1792566284989e-19
"ENSMUSG00000026970","Rbms1",-0.471245140223357,1.19995082137678e-19
"ENSMUSG00000037351","Actr1b",0.493015168838693,1.27904927643176e-19
"ENSMUSG00000020211","Sf3a2",0.576379025577577,1.40656089260689e-19
"ENSMUSG00000001964","Emd",0.568542272698145,1.46697235191772e-19
"ENSMUSG00000020689","Itgb3",-0.673896980135601,1.72761895821469e-19
"ENSMUSG00000015656","Hspa8",-0.748314610780664,1.85094346142413e-19
"ENSMUSG00000055612","Cdca7",0.818383567392974,1.86820072499698e-19
"ENSMUSG00000041506","Rrp9",0.585020448842367,1.87075983388981e-19
"ENSMUSG00000017861","Mybl2",0.785260871142667,1.94211838292616e-19
"ENSMUSG00000026923","Notch1",-1.40856163492088,1.9594937565512e-19
"ENSMUSG00000029066","Mrpl20",0.640438302804898,2.11210662026199e-19
"ENSMUSG00000036398","Ppp1r11",0.572832060218349,2.31966560012692e-19
"ENSMUSG00000047022","Mipol1",-0.704597696973369,2.4231750793313e-19
"ENSMUSG00000025927","Tfap2b",-1.06401532289655,2.59193161713891e-19
"ENSMUSG00000000420","Galnt1",-0.452439136106977,2.61922481334258e-19
"ENSMUSG00000031342","Gpm6b",-0.784229381903733,2.81215125632014e-19
"ENSMUSG00000034889","Cactin",0.615415002380457,2.95419427471172e-19
"ENSMUSG00000000001","Gnai3",-0.487865921152395,3.06184283569424e-19
"ENSMUSG00000055917","Zfp277",-0.551574179589961,3.35678612056748e-19
"ENSMUSG00000024378","Stard4",-0.815966979791431,3.36167625760987e-19
"ENSMUSG00000015176","Nolc1",0.574629775160236,3.54754238339447e-19
"ENSMUSG00000038150","Ormdl3",0.672411386028747,3.77036391475509e-19
"ENSMUSG00000089774","Slc5a3",-1.41246362082821,3.96643578750497e-19
"ENSMUSG00000042569","Dhrs7b",0.555276285739359,4.65506009457698e-19
"ENSMUSG00000020064","Herc4",-0.667639848744984,4.88734684366016e-19
"ENSMUSG00000041653","Pnpla3",-0.919401009460783,4.97243286660568e-19
"ENSMUSG00000035228","Ccdc106",0.674218205099877,4.99267934649376e-19
"ENSMUSG00000005198","Polr2a",0.582670169085011,5.25798396307089e-19
"ENSMUSG00000028838","Extl1",0.616148429785193,5.44441822760777e-19
"ENSMUSG00000006411","Nectin4",1.08192193998697,5.46481783408922e-19
"ENSMUSG00000071256","Zfp213",0.883324073764247,5.91327885382613e-19
"ENSMUSG00000078812","Eif5a",0.520877667891828,5.98835597547071e-19
"ENSMUSG00000049252","Lrp1b",-1.43186442993491,6.99174014655664e-19
"ENSMUSG00000025264","Tsr2",0.600020042479238,6.9998159491676e-19
"ENSMUSG00000031294","D630029K05Rik",-2.34140959757836,7.23081254875328e-19
"ENSMUSG00000121063","ENSMUSG00000121063",-1.25277510969146,7.40292768454827e-19
"ENSMUSG00000030134","Rasgef1a",-1.28631646040196,8.13751400067092e-19
"ENSMUSG00000029408","Abcb9",-0.895431706661998,8.38947176839594e-19
"ENSMUSG00000025241","Fyco1",-0.879280098604639,8.4361794248149e-19
"ENSMUSG00000016995","Matn4",-0.752343580507322,9.78583435693188e-19
"ENSMUSG00000040010","Slc7a5",0.640214310536632,1.01462763143804e-18
"ENSMUSG00000041438","Utp4",0.580396847654588,1.03647741411224e-18
"ENSMUSG00000031647","Mfap3l",-0.611518453256047,1.061479489489e-18
"ENSMUSG00000051768","Xrcc1",0.577882167600428,1.07874356902548e-18
"ENSMUSG00000040265","Dnm3",-0.769513203391177,1.13356625519417e-18
"ENSMUSG00000041775","Mapk1ip1",-0.730953220793582,1.13356625519417e-18
"ENSMUSG00000021066","Atl1",-0.881303303842159,1.28805365774757e-18
"ENSMUSG00000068267","Cenpb",0.567498628783703,1.39938009920761e-18
"ENSMUSG00000027613","Eif6",0.705083555335684,1.54676125334916e-18
"ENSMUSG00000025007","Aldh18a1",0.575139017575856,1.60515002272258e-18
"ENSMUSG00000021906","Oxnad1",0.716777711294417,1.88524957618521e-18
"ENSMUSG00000036534","Slc38a7",0.562941066139036,2.25783058077493e-18
"ENSMUSG00000031490","Eif4ebp1",0.489977589607476,2.29241564832084e-18
"ENSMUSG00000058587","Tmod3",-0.517526685044862,2.45502203483079e-18
"ENSMUSG00000042258","Isl1",-0.69938852386668,2.70287295871185e-18
"ENSMUSG00000034059","Ypel4",-1.01891036179596,2.80898597930225e-18
"ENSMUSG00000039968","Rsbn1l",-0.56756234693247,2.88278923267902e-18
"ENSMUSG00000063767","S100a7a",-1.37825580308351,2.9178907788341e-18
"ENSMUSG00000022749","Tbc1d23",-0.574596881659259,3.40272292861218e-18
"ENSMUSG00000035868","Zfp983",-0.817123659564892,3.40913350101708e-18
"ENSMUSG00000000384","Tbrg4",0.515229539209741,3.41761923321924e-18
"ENSMUSG00000030499","Kctd15",0.579589362917098,3.43054648544779e-18
"ENSMUSG00000028789","Azin2",-0.530885731993731,3.72753374016269e-18
"ENSMUSG00000050017","Pitpnb",0.525419797460478,3.80184925661195e-18
"ENSMUSG00000060924","Csmd1",1.90553627007816,4.10792103581934e-18
"ENSMUSG00000031770","Herpud1",0.501535471726645,4.24240518744055e-18
"ENSMUSG00000040260","Daam2",-0.650070947847609,4.34229147257914e-18
"ENSMUSG00000020843","Timm22",0.614990844100179,4.42176807777015e-18
"ENSMUSG00000040093","Bmf",-0.669759610435244,4.62426319067846e-18
"ENSMUSG00000031938","4931406C07Rik",-0.54592161538241,4.62426319067846e-18
"ENSMUSG00000053819","Camk2d",-0.393306011441927,4.66634755621786e-18
"ENSMUSG00000016534","Lamp2",-0.449571087497059,4.85803768478398e-18
"ENSMUSG00000040584","Abcb1a",-0.855295406595202,4.85980140603062e-18
"ENSMUSG00000037062","Sh3glb1",-0.469255065614117,4.90383380788204e-18
"ENSMUSG00000050697","Prkaa1",-0.422420517379807,5.18732782566445e-18
"ENSMUSG00000017999","Ddx27",0.59369984982918,5.24209062466679e-18
"ENSMUSG00000042903","Foxo4",-0.521461361798985,5.35385674016044e-18
"ENSMUSG00000030754","Copb1",-0.561087649648802,5.4642870903226e-18
"ENSMUSG00000002731","Prkra",-0.483367037322344,6.03578773366788e-18
"ENSMUSG00000071477","Zfp777",0.717404104772376,6.10424000648466e-18
"ENSMUSG00000025318","Jph3",0.747054004778196,7.60475809771327e-18
"ENSMUSG00000029594","Rbm19",0.689655357726251,7.96624267381452e-18
"ENSMUSG00000031578","Mak16",0.606933414443352,8.32412614194071e-18
"ENSMUSG00000085282","Gm15663",0.63042393101211,8.63048215229534e-18
"ENSMUSG00000022428","Cby1",0.62364421916438,9.04374969494599e-18
"ENSMUSG00000029681","Bcl7b",0.703636903922373,9.2015498805833e-18
"ENSMUSG00000005958","Ephb3",-0.833584675710673,9.47901786635293e-18
"ENSMUSG00000025875","Tspan17",-0.559935336240413,1.15939309079798e-17
"ENSMUSG00000059970","Hspa2",-0.798746526928379,1.1632507072361e-17
"ENSMUSG00000116482","ENSMUSG00000116482",-0.891145075881158,1.23718950921757e-17
"ENSMUSG00000071379","Hpcal1",-0.737838965994614,1.27459475311281e-17
"ENSMUSG00000024824","Rad9a",0.659462748324029,1.27579425931488e-17
"ENSMUSG00000024644","Cndp2",0.624059169151578,1.37466999016943e-17
"ENSMUSG00000039166","Akap7",-0.828507438416296,1.4538144925643e-17
"ENSMUSG00000025403","Shmt2",0.467636437147608,1.55207856015296e-17
"ENSMUSG00000025255","Zfhx4",-0.705319561124032,1.59100805126809e-17
"ENSMUSG00000038145","Snrk",-0.536461309418866,1.59100805126809e-17
"ENSMUSG00000006392","Med8",0.604502368921836,1.80066758185822e-17
"ENSMUSG00000034203","Chchd4",0.596868552700314,1.87652067919115e-17
"ENSMUSG00000049148","Plcxd3",-0.765358980429432,1.88333652315608e-17
"ENSMUSG00000021645","Smn1",0.693254840577162,2.00268231745146e-17
"ENSMUSG00000029009","Mthfr",0.562739424290436,2.22753346877335e-17
"ENSMUSG00000032374","Plod2",-0.564472344699367,2.25220221646679e-17
"ENSMUSG00000068101","Cenpm",0.688856301136242,2.27275590475589e-17
"ENSMUSG00000061315","Naca",-0.401148822639031,2.29786653150216e-17
"ENSMUSG00000043716","Rpl7",-0.539389531780392,2.35065668151003e-17
"ENSMUSG00000033730","Egr3",0.914588938668467,2.36080170503887e-17
"ENSMUSG00000035864","Syt1",-0.477542812255331,2.41231161007442e-17
"ENSMUSG00000028383","Hsdl2",-0.853633564845732,2.47768415516442e-17
"ENSMUSG00000025757","Hspa4l",-0.652932202932115,2.48066313572886e-17
"ENSMUSG00000086213","A330040F15Rik",-1.40560184309068,2.65601060695079e-17
"ENSMUSG00000027540","Ptpn1",0.504760134228284,2.85357086879327e-17
"ENSMUSG00000007613","Tgfbr1",-0.41451261368904,2.93487016359292e-17
"ENSMUSG00000024182","Axin1",0.529876874116649,2.95543823572493e-17
"ENSMUSG00000061079","Zfp143",-0.689517354534224,2.96436912754147e-17
"ENSMUSG00000030268","Bcat1",0.54163679101084,2.96537385643862e-17
"ENSMUSG00000024486","Hbegf",0.789880632044158,3.04900811700145e-17
"ENSMUSG00000031422","Morf4l2",-0.643088118557474,3.10913712358701e-17
"ENSMUSG00000031026","Trim66",0.674460151398339,3.13509057342203e-17
"ENSMUSG00000034771","Tle2",-1.10142074231719,3.39531348072892e-17
"ENSMUSG00000021890","Eaf1",0.591582876830286,3.88957867246454e-17
"ENSMUSG00000039640","Mrpl12",0.498672665315849,4.14914433578232e-17
"ENSMUSG00000021453","Gadd45g",0.653726146553055,4.29818395346166e-17
