"gene_id","gene_symbol","DE_log2FC","DE_padj","DE_baseMean","GeneSymbol","splicing_n_events","splicing_event_types","splicing_max_abs_dPSI","splicing_best_dPSI","splicing_min_FDR"
"ENSMUSG00000022463","Srebf2",-0.406524897448193,1.46679214509432e-06,57183.2642341588,"Srebf2",1,"SE",0.611,-0.611,0.00136600166238989
"ENSMUSG00000043067","Dpy19l1",0.454088867529495,1.49391069858021e-06,2472.21038032005,"Dpy19l1",1,"SE",0.247,0.247,0.0479411271145908
"ENSMUSG00000041263","Rusc1",-0.301336599646274,1.50411553502498e-06,5253.92438950198,"Rusc1",1,"SE",0.136,0.136,0.0010251197677797
"ENSMUSG00000089968","ENSMUSG00000089968",-0.834921243028974,1.53544312764079e-06,339.646085452337,"Nckap5los",1,"SE",0.174,-0.174,0.00201191258248636
"ENSMUSG00000034903","Cobll1",0.368498564686182,1.64594848620278e-06,2617.32828719604,"Cobll1",1,"A3SS",0.119,0.119,0.0392223702494917
"ENSMUSG00000022377","Asap1",-0.310217046647361,1.65580202271055e-06,13121.9094955127,"Asap1",2,"A5SS",0.135,-0.135,0.00350149210776264
"ENSMUSG00000060036","Rpl3",-0.330729607813688,1.70803514211058e-06,17861.838235897,"Rpl3",1,"RI",0.11,0.11,1.45352092819826e-06
"ENSMUSG00000026708","Cenpl",0.527525460767612,1.71284742146143e-06,640.765709223987,"Cenpl",1,"RI",0.106,0.106,0.00670742075726201
"ENSMUSG00000028601","Echdc2",-1.36534601910212,1.78822201031418e-06,1116.91439588229,"Echdc2",1,"MXE",0.129,0.129,8.84303446006659e-05
"ENSMUSG00000049606","Zfp644",0.49208717547577,1.98289369375075e-06,4070.52180234043,"Zfp644",4,"SE,A5SS",0.512,0.512,0.0080482765008342
"ENSMUSG00000029328","Hnrnpdl",0.307490217339979,2.23887203734937e-06,20198.7502883222,"Hnrnpdl",1,"SE",0.202,-0.202,0
"ENSMUSG00000020175","Rab36",-0.408377758772293,2.38646210697885e-06,1259.96407705857,"Rab36",1,"A3SS",0.142,-0.142,0.0103764690780867
"ENSMUSG00000001827","Folr1",0.369219753649839,2.75006683557352e-06,1228.75134017297,"Folr1",3,"A3SS",0.179,0.179,0.0011148471950827
"ENSMUSG00000064030","Pym1",0.315410518752513,3.08332206299945e-06,2823.08079564231,"Pym1",1,"SE",0.213,-0.213,0.00663594974851036
"ENSMUSG00000039656","Rxrb",-0.308575189374712,3.14254165821254e-06,7220.49613013868,"Rxrb",1,"A3SS",0.107,-0.107,0.000347120164134003
"ENSMUSG00000014426","Map3k4",0.310731734602884,3.22125880418822e-06,5759.63180609823,"Map3k4",1,"SE",0.111,-0.111,4.8343902323858e-05
"ENSMUSG00000032497","Lrrfip2",0.267376822082082,3.39913743626122e-06,6891.86567111323,"Lrrfip2",2,"MXE",0.308,0.308,0.00214352157218459
"ENSMUSG00000001120","Pcbp3",-0.252453226576836,3.44047541167954e-06,42926.6419079671,"Pcbp3",1,"SE",0.247,0.247,0.0031674684499219
"ENSMUSG00000036180","Gatad2a",0.339649811354008,3.49039521043237e-06,8781.8143088555,"Gatad2a",1,"SE",0.139,0.139,3.3002116882201e-08
"ENSMUSG00000039262","Prrc2b",-0.25595435387672,3.50816538412013e-06,38282.0556975347,"Prrc2b",1,"SE",0.109,-0.109,1.70713540129511e-09
"ENSMUSG00000061232","H2-K1",0.287931310609762,3.53927592641417e-06,23677.3800416677,"H2-K1",1,"SE",0.564,-0.564,0.038585399615465
"ENSMUSG00000022983","Scaf4",0.264261689898602,3.70767085523529e-06,6081.59630081201,"Scaf4",1,"RI",0.12,-0.12,0.00525158224316254
"ENSMUSG00000022185","Acin1",0.255212873640211,3.93836366040475e-06,18073.7758020535,"Acin1",1,"SE",0.104,-0.104,0.00274667367607248
"ENSMUSG00000023764","Sfi1",-0.354657243437191,4.13334702741628e-06,2735.39035627922,"Sfi1",1,"A5SS",0.127,-0.127,0.022619639496975
"ENSMUSG00000037364","Srrt",0.371970208712546,4.27553605995867e-06,10166.4477588654,"Srrt",3,"SE,A5SS,RI",0.213,-0.213,0
"ENSMUSG00000028013","Ppa2",-0.334620650787467,4.31408710044079e-06,3310.11721104792,"Ppa2",2,"SE",0.224,0.224,0.0142954831961943
"ENSMUSG00000016510","Mtif3",-0.428566816190305,4.32734355461565e-06,707.79726473442,"Mtif3",1,"SE",0.13,0.13,0.0139594275530701
"ENSMUSG00000020231","Dip2a",-0.263551318058133,4.91071920049455e-06,4061.62448370736,"Dip2a",1,"SE",0.125,-0.125,0.00172773960048172
"ENSMUSG00000050944","Efcab5",0.934426305792863,5.00901798741828e-06,125.719676865489,"Efcab5",1,"SE",0.508,0.508,7.19223687118008e-05
"ENSMUSG00000028295","Smim8",-0.619306882068049,5.07045662350148e-06,423.920662021484,"Smim8",1,"SE",0.255,-0.255,0.00579514859920369
"ENSMUSG00000025512","Chid1",-0.319905540769676,5.34978179698625e-06,3583.46697104122,"Chid1",1,"RI",0.214,-0.214,0.0209525317994606
"ENSMUSG00000038225","Primpol",-0.387691390134848,5.54524320500913e-06,2426.35409361535,"Primpol",1,"RI",0.173,-0.173,1.52563162473123e-09
"ENSMUSG00000024613","Tcof1",0.32223357997096,5.55218705318484e-06,6079.5657520022,"Tcof1",1,"SE",0.121,-0.121,4.94417825986167e-08
"ENSMUSG00000027087","Itgav",0.299851612685973,5.56424259933296e-06,6602.40564970965,"Itgav",1,"SE",0.376,-0.376,0.00144304501190734
"ENSMUSG00000027457","Snph",-0.376870262713109,5.77776809171637e-06,1196.14843106989,"Snph",2,"SE",0.195,-0.195,0.00302134976352286
"ENSMUSG00000027257","Pacsin3",-0.484105541367266,6.04751530797201e-06,830.561849696036,"Pacsin3",1,"SE",0.181,0.181,0.00390797887097157
"ENSMUSG00000033306","Lpp",0.347076278002375,6.06052948203055e-06,1692.66047736479,"Lpp",1,"SE",0.164,0.164,0.00390797887097157
"ENSMUSG00000029406","Pitpnm2",0.289242959629178,6.46149312760199e-06,2859.18204066505,"Pitpnm2",1,"SE",0.229,-0.229,0.0104854902890113
"ENSMUSG00000021493","Pdlim7",0.262956938780764,6.55398023969753e-06,6353.34050625662,"Pdlim7",1,"RI",0.106,-0.106,0.00751331521402478
"ENSMUSG00000022772","Senp5",0.239335309336624,7.24443141794903e-06,6567.00007066027,"Senp5",1,"MXE",0.126,0.126,0.026541397124097
"ENSMUSG00000050323","Ndufaf6",-0.380780072796234,7.3851514466216e-06,999.578161129821,"Ndufaf6",1,"SE",0.488,-0.488,0.0185139540657799
"ENSMUSG00000002221","Paxip1",0.297038165368878,7.84716741178086e-06,3398.6237326334,"Paxip1",1,"SE",0.322,-0.322,1.11492757719012e-08
"ENSMUSG00000029576","Radil",0.494510529498086,7.97487551681265e-06,744.249754246099,"Radil",1,"SE",0.231,0.231,0.0106861434457437
"ENSMUSG00000003299","Mrpl4",-0.334765553138498,8.28655630033761e-06,2913.398861367,"Mrpl4",2,"SE",0.443,-0.443,5.77647664148539e-05
"ENSMUSG00000046844","Vat1l",-0.264735507893509,8.50270731578698e-06,63262.9666607125,"Vat1l",1,"SE",0.688,-0.688,8.55959499654105e-06
"ENSMUSG00000004677","Myo9b",0.237721082188059,8.56685577478924e-06,8747.57539327787,"Myo9b",1,"RI",0.102,0.102,0.00621728140039776
"ENSMUSG00000023051","Tarbp2",0.281339357201837,9.15263156410299e-06,4481.25315080438,"Tarbp2",1,"SE",0.292,-0.292,2.16600857373375e-05
"ENSMUSG00000021772","Nkiras1",0.447329302873231,9.40598563880457e-06,793.760568461969,"Nkiras1",1,"SE",0.11,0.11,0.000116622734252377
"ENSMUSG00000033419","Snap91",0.236363215037586,9.45662321188845e-06,11074.2900068917,"Snap91",1,"SE",0.457,0.457,0.027266897431278
"ENSMUSG00000027936","Crtc2",0.261412274865843,9.98728440103713e-06,4886.99532349455,"Crtc2",1,"SE",0.407,-0.407,0.0019177047824531
"ENSMUSG00000070034","Sp110",1.44007461988751,1.01685791195427e-05,43.3564171583349,"Sp110",1,"RI",0.415,-0.415,0.00950797005464143
"ENSMUSG00000048796","Cyb561d1",-0.349072122029246,1.20482531743335e-05,1326.25671565768,"Cyb561d1",1,"A5SS",0.101,-0.101,0.0354412646983859
"ENSMUSG00000002608","Ccdc97",-0.256077190953851,1.2391004430892e-05,3862.63006075055,"Ccdc97",1,"SE",0.414,-0.414,0.00701173116576814
"ENSMUSG00000045095","Magi1",-0.249462981269281,1.24170944614959e-05,9833.34358260663,"Magi1",1,"SE",0.126,0.126,0.00018712067721833
"ENSMUSG00000112071","5430401H09Rik",-1.12448261486254,1.30127799653102e-05,118.077076420831,"5430401H09Rik",1,"RI",0.34,-0.34,0.0445162599286098
"ENSMUSG00000024186","Rgs11",-1.08221618452972,1.3681733949307e-05,103.456162536683,"Rgs11",1,"RI",0.215,0.215,0.0164124613618665
"ENSMUSG00000057541","Pus7",-0.279287379317479,1.43464977958682e-05,5712.7736776071,"Pus7",1,"SE",0.241,-0.241,1.1887568555073e-12
"ENSMUSG00000121504","Ppp4r1l-ps",-0.770729885736507,1.43868273041118e-05,5500.03571075353,"Ppp4r1l-ps",18,"SE,A3SS,MXE",0.421,-0.421,1.55495344295122e-07
"ENSMUSG00000022312","Eif3h",-0.250671111580142,1.50112987017369e-05,46634.5691221673,"Eif3h",1,"SE",0.1,0.1,0.0361900954825328
"ENSMUSG00000030102","Itpr1",0.316726341401353,1.51632187697135e-05,2125.87334475095,"Itpr1",1,"A3SS",0.377,0.377,0.0115653254594279
"ENSMUSG00000033981","Gria2",-1.06978316426225,1.52398546979697e-05,3742.81474803917,"Gria2",1,"SE",0.147,-0.147,0.00058514618029047
"ENSMUSG00000056938","Acbd4",-0.317429448846168,1.78683676398096e-05,4244.06141520993,"Acbd4",2,"SE,RI",0.222,-0.222,0.00130454955160958
"ENSMUSG00000033392","Clasp2",0.27482884820441,1.87543746622078e-05,9388.54318844845,"Clasp2",2,"SE",0.156,0.156,1.23075016092454e-05
"ENSMUSG00000028693","Nasp",0.414039794496413,1.89087284340116e-05,6710.94703212206,"Nasp",1,"SE",0.118,-0.118,0.000105797049975516
"ENSMUSG00000038170","Pde4dip",0.285918823891218,1.93512249962873e-05,13605.1380751848,"Pde4dip",1,"SE",0.114,-0.114,0.0167325797423916
"ENSMUSG00000028995","Hycc1",0.221487693446599,1.95595181499562e-05,5890.3038779185,"Hycc1",1,"SE",0.128,-0.128,9.68661578409535e-05
"ENSMUSG00000063052","Lrrc40",0.285466391540078,2.01782624500987e-05,4957.45050445018,"Lrrc40",1,"SE",0.572,-0.572,0.00178002810340171
"ENSMUSG00000039542","Ncam1",-0.282298821728536,2.01782624500987e-05,23363.8573230823,"Ncam1",1,"SE",0.445,-0.445,0.000287700601354647
"ENSMUSG00000001065","Zfp276",-0.345759688979801,2.08106911100043e-05,1245.37460293944,"Zfp276",2,"A5SS,RI",0.209,-0.209,0.011940686455235
"ENSMUSG00000025958","Creb1",0.254446156618837,2.09542434893378e-05,5294.21818287512,"Creb1",1,"SE",0.206,-0.206,0.0362818508207152
"ENSMUSG00000097350","4732491K20Rik",1.63509257741731,2.09791688799406e-05,50.9184555945666,"4732491K20Rik",1,"SE",0.12,-0.12,0.0441430295736376
"ENSMUSG00000090173","Fbxw10",-1.05475132108575,2.16588042536176e-05,120.316689478226,"Fbxw10",1,"SE",0.187,0.187,0.00894227084239788
"ENSMUSG00000045679","Slc66a3",0.520591002147464,2.21529555919073e-05,646.464299119959,"Pqlc3",1,"SE",0.178,-0.178,0.00188803310494429
"ENSMUSG00000032872","Cyb5r4",0.300363324483801,2.3362664600436e-05,3466.14203715266,"Cyb5r4",1,"SE",0.149,-0.149,2.81471137141318e-05
"ENSMUSG00000026082","Rev1",0.274251441490609,2.36948071770285e-05,3819.12032665736,"Rev1",4,"SE,A3SS,MXE",0.178,-0.178,2.30397349172781e-07
"ENSMUSG00000073771","Btbd19",0.417327572249396,2.4732849322699e-05,760.489918238698,"Btbd19",1,"MXE",0.139,0.139,0.0476620412297386
"ENSMUSG00000027624","Epb41l1",-0.248037892255995,2.53094875663186e-05,16242.4166493077,"Epb41l1",2,"SE",0.534,0.534,8.82626564425687e-12
"ENSMUSG00000043923","Cenatac",0.3412986512998,2.61751107510657e-05,2493.12032166171,"Ccdc84",1,"A5SS",0.261,-0.261,3.48832074337489e-13
"ENSMUSG00000059119","Nap1l4",0.243225087643683,2.6879672563769e-05,13364.9249520585,"Nap1l4",1,"SE",0.114,0.114,0.0250242971940086
"ENSMUSG00000024989","Cep55",0.430117864289045,2.70447405178845e-05,2654.87056671623,"Cep55",2,"SE",0.163,-0.163,0.000323740201018749
"ENSMUSG00000027722","Afg2a",0.277805130735084,2.83080779698391e-05,4782.7517738759,"Spata5",1,"SE",0.15,0.15,6.61434894041825e-08
"ENSMUSG00000022844","Pdia5",-0.386538921404259,2.87053068795819e-05,1670.35495101662,"Pdia5",1,"SE",0.639,0.639,7.87227785851415e-05
"ENSMUSG00000032826","Ank2",-0.310356636359842,3.08515771140815e-05,13395.5546807983,"Ank2",1,"SE",0.184,-0.184,0.00608290220861478
"ENSMUSG00000042097","Zfp239",0.322168331539561,3.20639518741471e-05,1527.37205013411,"Zfp239",1,"SE",0.702,0.702,2.05471209594952e-07
"ENSMUSG00000055491","Pprc1",0.270734095515544,3.30226901592639e-05,6980.24967666904,"Pprc1",2,"SE",0.164,-0.164,0.000162820849322156
"ENSMUSG00000002031","Ift46",-0.234142789568598,3.31970088990206e-05,4380.78733063446,"Ift46",4,"SE",0.777,0.777,3.88352532165494e-10
"ENSMUSG00000032594","Ip6k1",-0.238915431846394,3.41197880122423e-05,7514.51850325066,"Ip6k1",1,"SE",0.132,-0.132,2.55881580070907e-06
"ENSMUSG00000022099","Dmtn",-0.308297315315699,3.93845607932173e-05,1799.61051373809,"Dmtn",1,"SE",0.181,-0.181,0.000104976807562935
"ENSMUSG00000022568","Scrib",0.201138917885982,4.08252146500297e-05,13561.0733832949,"Scrib",3,"SE,RI",0.181,-0.181,6.38635556718577e-10
"ENSMUSG00000029001","Fbxo44",-0.274020283667428,4.12085851699135e-05,2006.89281071441,"Fbxo44",1,"SE",0.224,-0.224,3.04803679300187e-09
"ENSMUSG00000029068","Ccnl2",-0.410667645621384,4.15423531414934e-05,16895.23434135,"Ccnl2",2,"SE,RI",0.107,-0.107,5.61441220710658e-07
"ENSMUSG00000029022","Miip",-0.315086623331879,4.22186587418104e-05,3623.13141900147,"Miip",1,"SE",0.644,0.644,0.0416243423661306
"ENSMUSG00000070332","Trim80",-0.755283836346606,4.35931594545637e-05,173.745275651695,"Trim80",1,"SE",0.267,0.267,0.00175919644178548
"ENSMUSG00000000244","Tspan32",1.6533902152637,4.51254440887476e-05,44.2050320627651,"Tspan32",2,"SE,MXE",0.382,0.382,8.06466817847683e-05
"ENSMUSG00000034621","Gpatch8",-0.228698498435777,4.53003101937419e-05,8970.08856894913,"Gpatch8",3,"SE,MXE",0.161,0.161,5.81428934292745e-05
"ENSMUSG00000037062","Sh3glb1",-0.225318597560084,4.54699508606875e-05,11536.9155739594,"Sh3glb1",5,"SE",0.253,-0.253,0
"ENSMUSG00000073125","Xlr3b",-0.818531867594715,4.69221081230048e-05,2076.41751231767,"Xlr3b",1,"SE",0.429,0.429,0.000966096256318796
"ENSMUSG00000024436","Mrps18b",0.314340947606341,4.88365474799983e-05,1324.56626768148,"Mrps18b",1,"SE",0.507,-0.507,0.0446080995397589
"ENSMUSG00000023015","Racgap1",-0.379344742414479,5.28233781907307e-05,50324.4237202943,"Racgap1",1,"SE",0.388,-0.388,0.0046974755454263
"ENSMUSG00000038365","Fbxo25",-0.255849302879068,5.53060434854729e-05,7740.17343484326,"Fbxo25",1,"SE",0.151,-0.151,1.79479908582424e-09
"ENSMUSG00000025473","Adam8",1.05576413871218,5.77904799152254e-05,95.8334765920773,"Adam8",2,"RI",0.476,-0.476,1.18065633947391e-06
"ENSMUSG00000043251","Exoc3l",-0.421632099842819,6.05081884279438e-05,676.644065057455,"Exoc3l",1,"SE",0.209,-0.209,0.018229699406052
"ENSMUSG00000043366","Or51e2",1.43982729382392,6.07391613601133e-05,76.6666589103028,"Or51e2",1,"SE",0.364,-0.364,4.03745505042945e-06
"ENSMUSG00000040488","Ltbp4",0.214683529833846,6.37420916709017e-05,26347.6374156443,"Ltbp4",1,"SE",0.612,0.612,0.0195804101116133
"ENSMUSG00000053714","4732471J01Rik",-0.737328660116729,6.65855764235728e-05,189.507420599928,"4732471J01Rik",1,"SE",0.451,0.451,0.0113156306877751
"ENSMUSG00000040097","Flywch1",0.263851829546816,6.77327295696214e-05,5645.92376812522,"Flywch1",2,"SE,MXE",0.268,0.268,0
"ENSMUSG00000031833","Mast3",-0.236476121806372,6.92610938560198e-05,4580.53936510103,"Mast3",1,"SE",0.136,0.136,0.00458318014084435
"ENSMUSG00000070871","Ccnyl1",0.275393077781502,6.94716702234072e-05,1847.40420044767,"Ccnyl1",1,"MXE",0.121,0.121,0.0365403782630095
"ENSMUSG00000023007","Prpf40b",-0.286742653094945,8.0059613708451e-05,6468.2539755321,"Prpf40b",1,"RI",0.118,-0.118,0.00970977867918636
"ENSMUSG00000022770","Dlg1",0.215856236731267,8.66864659025365e-05,6406.2120670978,"Dlg1",1,"SE",0.127,-0.127,5.2606180101745e-10
"ENSMUSG00000028621","Cyb5rl",-0.437127476064137,8.80334802863247e-05,557.34788798778,"Cyb5rl",1,"RI",0.249,-0.249,0.00347508028963027
"ENSMUSG00000056211","R3hdm1",-0.2205134137857,9.1552333671931e-05,9006.63937035451,"R3hdm1",1,"SE",0.103,-0.103,0.00116340971314384
"ENSMUSG00000024317","Rnf138",-0.32835792254111,9.23522589996281e-05,2411.70154221761,"Rnf138",1,"SE",0.151,0.151,0.000103674927235335
"ENSMUSG00000043909","Trp53bp1",-0.222277408327152,9.38883370042944e-05,6405.54329802786,"Trp53bp1",1,"SE",0.176,-0.176,0.03661512098788
"ENSMUSG00000021427","Ssr1",0.311583595547067,9.57560772226065e-05,12677.7227018532,"Ssr1",1,"SE",0.108,-0.108,0.00103622076099931
"ENSMUSG00000070371","Prss36",-0.372068249345114,9.59217145898777e-05,786.66243308575,"Prss36",2,"SE",0.262,-0.262,0.00306571430715147
"ENSMUSG00000024965","Fermt3",-0.785162244688052,0.000122740289643866,127.396334362538,"Fermt3",2,"RI",0.423,-0.423,0.0209427581485169
"ENSMUSG00000043940","Wdfy3",0.233520321748286,0.000123780202405204,11085.5373293798,"Wdfy3",1,"SE",0.134,-0.134,0.00299724630693167
"ENSMUSG00000036053","Fmnl2",-0.174249839957603,0.000131875117671444,11340.792853574,"Fmnl2",2,"SE,A5SS",0.206,-0.206,1.78973237526395e-08
"ENSMUSG00000031488","Rab11fip1",-0.307311079778564,0.000136489491629095,1326.37192664555,"Rab11fip1",1,"SE",0.154,0.154,4.72978294706446e-11
"ENSMUSG00000036712","Cyld",-0.25250524276487,0.000137626764271966,4462.78789316679,"Cyld",1,"SE",0.104,-0.104,0.0121575062353665
"ENSMUSG00000001419","Mef2d",-0.251030381195884,0.000139840225570686,10498.718562556,"Mef2d",1,"SE",0.421,-0.421,0.00159741191570833
"ENSMUSG00000027712","Anxa5",0.238495045752397,0.000148178551470476,6308.04212128374,"Anxa5",1,"MXE",0.159,-0.159,1.00486831695141e-08
"ENSMUSG00000064147","Rab44",0.380845298214058,0.000152861929817327,1386.6734940453,"Rab44",2,"SE",0.136,-0.136,0.00717462580318105
"ENSMUSG00000000884","Gnb1l",0.358245037096232,0.000155626445680866,873.791869010925,"Gnb1l",3,"SE",0.368,0.368,0.0260330115257014
"ENSMUSG00000020741","Cluh",0.235960252753022,0.000164672318380532,10025.9235362362,"Cluh",1,"RI",0.102,0.102,2.45441850694008e-08
"ENSMUSG00000070047","Fat1",-0.272678671947675,0.000165861050535101,6216.94134272756,"Fat1",1,"SE",0.12,-0.12,0.0201525583281395
"ENSMUSG00000021495","Fam193b",-0.393474291355779,0.000173420604507271,10038.2854339952,"Fam193b",1,"SE",0.145,0.145,0.0408536283652424
"ENSMUSG00000028484","Psip1",0.245363441809967,0.000213671913842338,6368.28176873616,"Psip1",1,"A3SS",0.138,-0.138,1.31247105789712e-06
"ENSMUSG00000024949","Sf1",0.21563060013002,0.00022109532751185,24577.1331934993,"Sf1",1,"SE",0.286,-0.286,0.00477807104423599
"ENSMUSG00000036503","Rnf13",-0.370271922854421,0.000227301960007983,4237.86034024794,"Rnf13",2,"A3SS",0.196,-0.196,0
"ENSMUSG00000035478","Mbd3",-0.22737709482027,0.000246975532465351,4647.01011039816,"Mbd3",1,"RI",0.143,0.143,1.15821734542751e-08
"ENSMUSG00000073650","Catip",-0.926225064715357,0.000249911557122074,90.078897432166,"Catip",1,"A5SS",0.163,0.163,0.0322957806500309
"ENSMUSG00000035762","Tmem161b",0.361583464524086,0.000259500227367644,1908.94174024085,"Tmem161b",1,"A5SS",0.177,0.177,1.98350925699979e-07
"ENSMUSG00000037326","Capn15",0.286505460348227,0.000263648955504103,1322.33317469923,"Capn15",1,"SE",0.117,0.117,0.0120457815594727
"ENSMUSG00000021280","Exoc3l4",0.799321862699436,0.000275031864660913,104.75518160095,"Exoc3l4",2,"SE",0.223,0.223,0.0182768052345594
"ENSMUSG00000029538","Srsf9",0.297916798385682,0.000276782142170213,8093.15588103379,"Srsf9",1,"SE",0.12,0.12,0.0265638574121605
"ENSMUSG00000019734","Tmc4",-1.09465112857299,0.000276782142170213,92.1854779698882,"Tmc4",1,"RI",0.163,0.163,0.0027168800075374
"ENSMUSG00000031169","Porcn",-0.649391346167178,0.00027744107474922,239.631855902913,"Porcn",1,"A5SS",0.149,-0.149,0.000954801797298901
"ENSMUSG00000022558","Mroh1",-0.227875536049862,0.000284263831193046,10282.167594557,"Mroh1",1,"SE",0.247,0.247,0.000444449625480418
"ENSMUSG00000033427","Upb1",-0.707159887464372,0.000300771871326456,168.527582267995,"Upb1",1,"SE",0.14,0.14,0.0057711694026665
"ENSMUSG00000075704","Txnrd2",-0.324787556025007,0.000300771871326456,1039.71303495521,"Txnrd2",1,"SE",0.613,-0.613,0.000240941781389001
"ENSMUSG00000033768","Nrxn2",-0.254490217610008,0.000300839422258141,9274.74802646433,"Nrxn2",2,"SE",0.25,0.25,0.000234993798373628
"ENSMUSG00000005936","Kctd20",0.236072734116691,0.000311538401141554,9132.11744388569,"Kctd20",1,"SE",0.157,0.157,0.0116798629218527
"ENSMUSG00000039159","Ube2h",-0.242374176498194,0.00031273052427902,13555.5024197452,"Ube2h",1,"SE",0.134,0.134,0.000496921798760012
"ENSMUSG00000026821","Ralgds",-0.243807431356358,0.000313751769817938,9606.74107014109,"Ralgds",1,"A3SS",0.12,0.12,0.000523801585019169
"ENSMUSG00000025648","Pfkfb4",0.327236436031033,0.000326721454094616,862.497404845205,"Pfkfb4",1,"A3SS",0.104,-0.104,0.045273854951087
"ENSMUSG00000024180","Pgap6",-0.400124453157165,0.000326721454094616,891.702086177304,"Pgap6",2,"RI",0.257,0.257,5.20006307478123e-07
"ENSMUSG00000034928","Rnf44",0.217564728502328,0.000354134215152506,12515.4133695724,"Rnf44",1,"RI",0.11,0.11,0.00118175078055508
"ENSMUSG00000115367","Gm33301",-0.307824125085889,0.000356146367198967,1115.2230976101,"Gm33301",1,"A3SS",0.12,0.12,0.00568621752807968
"ENSMUSG00000028706","Nsun4",-0.315898893719771,0.000364541671092626,1028.35942552933,"Nsun4",1,"SE",0.11,-0.11,0.0267496402621189
"ENSMUSG00000063652","Slc22a21",-0.55204177188185,0.000365212240938262,443.927764896459,"Slc22a21",2,"A3SS,MXE",0.366,0.366,0.026541397124097
"ENSMUSG00000027200","Sema6d",-0.283168049514172,0.00037256339430265,2240.63279260843,"Sema6d",1,"A3SS",0.139,-0.139,0.0366367296114481
"ENSMUSG00000118663","Afg2b",-0.307747153903077,0.000380254410929038,2630.67048076736,"Spata5l1",1,"SE",0.104,-0.104,0.00303228494760907
"ENSMUSG00000115092","ENSMUSG00000115092",1.15535766494306,0.000380981750939464,68.0239086056383,"E130202H07Rik",2,"A5SS",0.477,-0.477,0.0323918364933615
"ENSMUSG00000028809","Srrm1",-0.217599979135806,0.00038410781302517,22320.1907037468,"Srrm1",1,"RI",0.142,-0.142,0
"ENSMUSG00000034973","Dop1a",0.292066652848721,0.000422873633308613,3356.51670032328,"Dop1a",1,"SE",0.147,-0.147,0.0430694033484026
"ENSMUSG00000020608","Smc6",0.290635162901587,0.000424618793268659,7194.92019118091,"Smc6",2,"SE",0.162,0.162,3.41781888107614e-06
"ENSMUSG00000029629","Phf14",0.222446483770159,0.000432584807394543,5790.56031202926,"Phf14",1,"SE",0.205,-0.205,0.022236759292257
"ENSMUSG00000022858","Tra2b",0.262996499448242,0.000443185936934974,15837.5676213368,"Tra2b",2,"SE",0.163,-0.163,5.13443898509317e-11
"ENSMUSG00000002496","Tsc2",0.223258780490068,0.000445627882888836,8549.44479088097,"Tsc2",1,"SE",0.11,-0.11,0.0207017653930352
"ENSMUSG00000044308","Ubr3",-0.224613528678051,0.000459092260027935,16992.4752236794,"Ubr3",1,"A5SS",0.122,0.122,1.68048266588306e-05
"ENSMUSG00000024960","Plcb3",-0.206708817308106,0.000461677079522519,11532.7462338407,"Plcb3",1,"SE",0.159,-0.159,0.00306979510272974
"ENSMUSG00000000958","Slc7a7",-0.564473985113816,0.000465702884794459,459.719341182725,"Slc7a7",1,"SE",0.146,0.146,0.0006545800703738
"ENSMUSG00000054708","Ankrd24",-0.439917322985657,0.000469559756048454,1581.7082142479,"Ankrd24",2,"SE,RI",0.663,-0.663,7.6375212421447e-07
"ENSMUSG00000039205","Ciz1",-0.233843187573036,0.000478491617791232,6711.94684126266,"Ciz1",1,"A3SS",0.117,0.117,4.04909849038353e-05
"ENSMUSG00000079084","Ccdc82",0.332592202855512,0.000481448108919174,3348.50043136251,"Ccdc82",3,"SE,MXE",0.202,-0.202,1.31701728535398e-09
"ENSMUSG00000001482","Def8",-0.221409280078803,0.000487614385070363,4133.72742416219,"Def8",3,"SE",0.298,-0.298,3.35691624561075e-06
"ENSMUSG00000004565","Pnpla6",0.282482498629506,0.000503221234858842,3943.57749006046,"Pnpla6",4,"SE,A3SS,MXE",0.134,-0.134,0.000205647777311529
"ENSMUSG00000030177","Ccdc77",0.27558989811715,0.000526099313107109,1571.30773745108,"Ccdc77",1,"A3SS",0.161,-0.161,0.00113873760627354
"ENSMUSG00000023045","Soat2",-0.438456951570485,0.000547737092816162,1586.85616043567,"Soat2",1,"SE",0.114,-0.114,7.65343172274502e-05
"ENSMUSG00000032803","Cdv3",0.202316946403406,0.000556931906364082,14100.2498876757,"Cdv3",1,"A3SS",0.125,0.125,9.37789302728417e-06
"ENSMUSG00000034544","Rsrc1",-0.196245857004453,0.000579619118747777,6086.84038130902,"Rsrc1",3,"SE",0.363,-0.363,7.01249030882658e-06
"ENSMUSG00000078906","Gm14444",-0.866776364639214,0.000584846374439345,102.478645792389,"Gm14444",1,"SE",0.171,0.171,0.00273980586268199
"ENSMUSG00000025050","Pcgf6",-0.35509834223106,0.000591413319504179,5144.85632458195,"Pcgf6",1,"SE",0.239,-0.239,8.02260841651831e-05
"ENSMUSG00000027506","Tpd52",-0.189877153988785,0.000615477775157994,9228.43318457651,"Tpd52",2,"SE,A5SS",0.167,-0.167,4.35077212331642e-07
"ENSMUSG00000027346","Gpcpd1",0.327632815042893,0.000620638909084624,4182.32595292807,"Gpcpd1",1,"SE",0.26,0.26,0
"ENSMUSG00000032246","Calml4",-0.564333315198713,0.000622693989919447,239.591940956954,"Calml4",1,"SE",0.136,-0.136,0.0189308274939886
